"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"158",1013,"Reggie Ragland","LB","Alabama",2016,"BUF",2,41,"RaglRe00",42,15,5.714285714,73.25,247,NA,4.72,NA,31.5,116,4.28,NA,NA,NA
"159",1027,"Rocky McIntosh","LB",NA,2006,"WAS",2,35,"McInRo20",124,44,5.677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1028,"Victor Hobson","LB","Michigan",2003,"NYJ",2,53,"HobsVi20",79,28,5.670886076,72.5,252,NA,4.88,29,33,117,4.32,7.25,NA,NA
"161",1037,"Keith Rivers","LB","Southern California",2008,"CIN",1,9,"RiveKe99",74,26,5.621621622,74.25,241,NA,NA,24,NA,NA,NA,NA,NA,NA
"162",1041,"Brandon Short","LB",NA,2000,"NYG",4,105,"ShorBr20",100,35,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1066,"Keith Ellison","LB","Oregon State",2006,"BUF",6,178,"ElliKe20",58,20,5.517241379,73.5,235,NA,4.83,24,32.5,115,4.16,7.22,NA,NA
"164",1070,"Tahir Whitehead","LB","Temple",2012,"DET",5,138,"WhitTa00",125,43,5.504,73.25,233,NA,4.62,21,37,124,4.37,7.14,NA,NA
"165",1095,"Gerald Hayes","LB","Pittsburgh",2003,"ARI",3,70,"HayeGe20",94,32,5.446808511,72.9,238,NA,4.75,NA,30.5,107,4.35,7.57,NA,NA
"166",1096,"Sio Moore","LB","Connecticut",2013,"OAK",3,66,"MoorSi00",47,16,5.446808511,72.75,245,NA,4.65,29,38,127,4.31,7.49,NA,NA
"167",1107,"Barrett Green","LB","West Virginia",2000,"DET",2,50,"GreeBa20",65,22,5.415384615,73,233,NA,4.56,22,36,120,NA,NA,NA,NA
"168",1116,"Clark Haggans","LB","Colorado State",2000,"PIT",5,137,"HaggCl20",172,58,5.395348837,75.4,253,NA,5.01,20,31.5,109,4.21,7.12,NA,NA
"169",1117,"Geno Hayes","LB","Florida State",2008,"TB",6,175,"HayeGe98",101,34,5.386138614,72.875,226,NA,4.67,22,26.5,116,4.48,7.22,NA,NA
"170",1128,"Brooks Reed","LB","Arizona",2011,"HOU",2,42,"ReedBr00",129,43,5.333333333,74.5,263,NA,4.65,30,30.5,113,4.28,7.11,NA,NA
"171",1130,"Courtney Watson","LB","Notre Dame",2004,"NO",2,60,"WatsCo20",21,7,5.333333333,73.4,237,NA,4.56,22,36.5,114,4.35,7.39,NA,NA
"172",1150,"Nick Vigil","LB","Utah State",2016,"CIN",3,87,"VigiNi00",54,18,5.333333333,74.375,239,NA,4.72,NA,31.5,115,4,6.73,NA,NA
"173",1151,"Pat Angerer","LB","Iowa",2010,"IND",2,63,"AngePa99",54,18,5.333333333,72.25,235,NA,4.71,26,35,110,4.29,7.04,NA,NA
"174",1152,"Peter Sirmon","LB","Oregon",2000,"TEN",4,128,"SirmPe20",81,27,5.333333333,73.9,246,NA,4.86,20,34.5,115,4.27,7.21,NA,NA
"175",1163,"Kevin Burnett","LB","Tennessee",2005,"DAL",2,42,"BurnKe20",136,45,5.294117647,74.875,239,NA,4.61,20,36,119,NA,NA,NA,1
"176",1173,"Akeem Ayers","LB","UCLA",2011,"TEN",2,39,"AyerAk00",97,32,5.278350515,74.5,254,NA,4.81,18,31,116,4.28,7.49,NA,NA
"177",1180,"Raynoch Thompson","LB",NA,2000,"ARI",2,41,"ThomRa23",64,21,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",1181,"Lester Towns","LB",NA,2000,"CAR",7,221,"TownLe20",61,20,5.245901639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1184,"Keenan Robinson","LB","Texas",2012,"WAS",4,119,"RobiKe01",58,19,5.24137931,75.125,242,NA,4.72,27,35.5,120,NA,NA,NA,NA
"180",1186,"Ben Taylor","LB","Virginia Tech",2002,"CLE",4,111,"TaylBe20",49,16,5.224489796,73.9,236,NA,4.79,19,35.5,116,4.09,6.56,NA,NA
"181",1198,"James Davis","LB",NA,2003,"DET",5,144,"DaviJa24",40,13,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",1220,"Brandon Spikes","LB","Florida",2010,"NE",2,62,"SpikBr99",78,25,5.128205128,74.875,249,NA,5.05,NA,29,111,NA,6.97,NA,NA
"183",1221,"Dee Ford","LB",NA,2014,"KC",1,23,"FordDe00",78,25,5.128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",1227,"Ramik Wilson","LB","Georgia",2015,"KC",4,118,"WilsRa00",47,15,5.106382979,73.75,237,NA,4.77,23,35,111,4.51,NA,NA,NA
"185",1242,"Malcolm Smith","LB","Southern California",2011,"SEA",7,242,"SmitMa02",104,33,5.076923077,72.25,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",1249,"Ja'Whaun Bentley","LB",NA,2018,"NE",5,143,"BentJa00",19,6,5.052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1260,"Jonathan Bostic","LB",NA,2013,"CHI",2,50,"BostJo00",86,27,5.023255814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",1269,"Germaine Pratt","LB",NA,2019,"CIN",3,72,"PratGe00",16,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",1271,"Kendell Beckwith","LB","Louisiana State",2017,"TB",3,107,"BeckKe00",16,5,5,74.125,243,NA,NA,20,NA,NA,NA,NA,NA,NA
"190",1276,"Ernie Sims","LB","Florida State",2006,"DET",1,9,"SimsEr20",109,34,4.990825688,71.13,231,NA,4.56,25,41,125,4.22,7.31,NA,NA
"191",1277,"Matt Stewart","LB","Vanderbilt",2001,"ATL",4,102,"StewMa21",93,29,4.989247312,75.6,236,NA,4.75,23,37,117,4.2,7.08,NA,NA
"192",1284,"A.J. Klein","LB","Iowa State",2013,"CAR",5,148,"KleiAJ00",103,32,4.970873786,73.25,250,NA,4.66,20,NA,113,NA,NA,NA,NA
"193",1302,"Vince Williams","LB","Florida State",2013,"PIT",6,206,"WillVi01",107,33,4.934579439,72.75,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",1305,"Angelo Crowell","LB","Virginia",2003,"BUF",3,94,"CrowAn20",65,20,4.923076923,72.4,236,NA,4.71,25,32.5,NA,4.26,7.07,NA,NA
"195",1312,"Kevin Ellison","LB","Southern California",2009,"SD",6,189,"ElliKe98",13,4,4.923076923,72.875,227,NA,4.8,32,NA,NA,NA,NA,NA,NA
"196",1313,"Leon Jacobs","LB","Wisconsin",2018,"JAX",7,230,"JacoLe00",26,8,4.923076923,73.125,246,NA,4.48,26,34.5,122,4.44,7.14,NA,NA
"197",1322,"Landon Johnson","LB","Purdue",2004,"CIN",3,96,"JohnLa20",101,31,4.910891089,74,223,NA,4.65,20,37.5,120,4.08,7.01,NA,NA
"198",1331,"Colin McCarthy","LB","Miami (FL)",2011,"TEN",4,109,"McCaCo00",36,11,4.888888889,73.375,238,NA,4.59,23,36.5,119,4.2,6.93,NA,NA
"199",1335,"Omar Gaither","LB","Tennessee",2006,"PHI",5,168,"GaitOm20",92,28,4.869565217,73,234,NA,4.8,23,37,116,4.28,7.31,NA,NA
"200",1341,"Sedrick Hodge","LB","North Carolina",2001,"NO",3,70,"HodgSe20",63,19,4.825396825,75.8,244,NA,4.48,21,32,120,4.09,NA,NA,NA
"201",1342,"Moise Fokou","LB","Maryland",2009,"PHI",7,230,"FokoMo99",73,22,4.821917808,73.125,233,NA,4.65,12,31,121,4.28,7.09,NA,NA
"202",1343,"Brian Rolle","LB","Ohio State",2011,"PHI",6,193,"RollBr00",20,6,4.8,69.625,229,NA,4.53,28,33,115,4.26,6.89,NA,NA
"203",1345,"Courtney Upshaw","LB",NA,2012,"BAL",2,35,"UpshCo00",90,27,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",1365,"Kevin Minter","LB","Louisiana State",2013,"ARI",2,45,"MintKe00",91,27,4.747252747,71.75,246,NA,4.81,25,33,119,NA,NA,NA,NA
"205",1379,"Desmond Bishop","LB","California",2007,"GB",6,192,"BishDe99",75,22,4.693333333,73.875,239,NA,4.8,33,NA,NA,NA,NA,NA,NA
"206",1386,"Danny Clark","LB","Illinois",2000,"JAX",7,245,"ClarDa21",168,49,4.666666667,74.1,245,NA,4.77,20,NA,NA,NA,NA,NA,NA
"207",1387,"Jeff Ulbrich","LB","Hawaii",2000,"SF",3,86,"UlbrJe20",120,35,4.666666667,72.4,249,NA,4.7,24,32,109,4.3,7.23,NA,NA
"208",1396,"Freddy Keiaho","LB","San Diego State",2006,"IND",3,94,"KeiaFr20",55,16,4.654545455,71.25,224,NA,4.65,15,36,113,4.12,7.01,NA,NA
"209",1404,"Brady Poppinga","LB",NA,2005,"GB",4,125,"PoppBr20",100,29,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",1406,"Demorrio Williams","LB","Nebraska",2004,"ATL",4,101,"WillDe22",138,40,4.637681159,72.8,232,NA,4.54,16,37,125,4.11,7.02,NA,NA
"211",1411,"B.J. Goodson","LB","Clemson",2016,"NYG",4,109,"GoodB.00",52,15,4.615384615,72.625,242,NA,4.69,30,34.5,118,4.51,7.05,NA,NA
"212",1418,"Stephen Nicholas","LB","South Florida",2007,"ATL",4,109,"NichSt99",101,29,4.594059406,73.38,232,NA,4.64,29,33.5,110,4.45,7.29,NA,NA
"213",1430,"Jatavis Brown","LB","Akron",2016,"SD",5,175,"BrowJa05",56,16,4.571428571,70.875,227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",1433,"Kyle Emanuel","LB","North Dakota State",2015,"SD",5,153,"EmanKy00",63,18,4.571428571,75.25,255,NA,4.77,27,34,120,4.25,7.1,NA,NA
"215",1438,"Robert Thomas","LB","UCLA",2002,"STL",1,31,"ThomRo20",84,24,4.571428571,72,229,NA,4.53,21,34,114,4.1,7.21,NA,NA
"216",1444,"James Anderson","LB","Virginia Tech",2006,"CAR",3,88,"AndeJa21",123,35,4.552845528,74.75,229,NA,4.62,NA,41,121,4.07,6.67,NA,NA
"217",1450,"Jelani Jenkins","LB","Florida",2013,"MIA",4,104,"JenkJe00",60,17,4.533333333,72.5,243,NA,4.54,27,NA,NA,NA,NA,NA,NA
"218",1452,"Kavell Conner","LB","Clemson",2010,"IND",7,240,"ConnKa99",78,22,4.512820513,72.5,242,NA,4.59,24,33.5,110,4.6,7.36,NA,NA
"219",1453,"T.J. Slaughter","LB","Southern Mississippi",2000,"JAX",3,92,"SlauT.20",78,22,4.512820513,72.1,247,NA,4.91,24,30,112,4.26,7.08,NA,NA
"220",1462,"Nick Kwiatkoski","LB","West Virginia",2016,"CHI",4,113,"KwiaNi00",57,16,4.49122807,74,243,NA,4.73,19,32,120,4.22,7.16,NA,NA
"221",1463,"Kelvin Sheppard","LB","Louisiana State",2011,"BUF",3,68,"ShepKe00",107,30,4.485981308,73.875,250,NA,4.64,22,33.5,110,4.28,NA,NA,NA
"222",1484,"Antonio Morrison","LB","Florida",2016,"IND",4,125,"MorrAn01",47,13,4.425531915,72.75,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1496,"Orlando Huff","LB","Frenso State (CA)",2001,"SEA",4,104,"HuffOr20",87,24,4.413793103,74.4,245,NA,4.7,16,NA,NA,NA,NA,NA,NA
"224",1500,"Jacquian Williams","LB","Texas Tech",2011,"NYG",6,202,"WillJa02",51,14,4.392156863,74.625,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",1501,"Mark Simoneau","LB","Kansas State",2000,"ATL",3,67,"SimoMa20",124,34,4.387096774,72,237,NA,4.63,24,36,117,4.09,7.08,NA,NA
"226",1504,"Alex Anzalone","LB",NA,2017,"NO",3,76,"AnzaAl00",22,6,4.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1511,"Rob Morris","LB","Brigham Young",2000,"IND",1,28,"MorrRo20",99,27,4.363636364,73.9,250,NA,4.77,18,33,113,4.17,6.93,NA,NA
"228",1516,"Quincy Black","LB","New Mexico",2007,"TB",3,68,"BlacQu99",81,22,4.345679012,73.625,240,NA,4.48,24,41.5,124,4.34,6.86,NA,NA
"229",1520,"Samson Ebukam","LB","Eastern Washington",2017,"LAR",4,125,"EbukSa00",48,13,4.333333333,73.875,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1527,"Dante Fowler","LB","Florida",2015,"JAX",1,3,"FowlDa00",63,17,4.317460317,74.625,261,16,4.6,19,32.5,112,4.32,7.4,NA,NA
"231",1532,"Cory James","LB","Colorado State",2016,"OAK",6,194,"JameCo00",26,7,4.307692308,73,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",1536,"Brandon Chillar","LB","UCLA",2004,"STL",4,130,"ChilBr20",97,26,4.288659794,74.9,253,NA,4.75,23,33,115,4.08,NA,NA,NA
"233",1549,"Jahlani Tavai","LB","Hawaii",2019,"DET",2,43,"TavaJa00",15,4,4.266666667,74.375,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1573,"Stewart Bradley","LB","Nebraska",2007,"PHI",3,87,"BradSt99",76,20,4.210526316,75.75,254,NA,4.74,28,35.5,112,4.17,7.29,NA,NA
"235",1583,"Levar Fisher","LB","North Carolina State",2002,"ARI",2,49,"FishLe20",23,6,4.173913043,72.9,233,NA,4.62,NA,31,108,NA,7.3,NA,NA
"236",1588,"Tyjuan Hagler","LB","Cincinnati",2005,"IND",5,173,"HaglTy20",50,13,4.16,71.6,236,NA,4.61,35,35.5,114,4.07,7.21,NA,NA
"237",1602,"Josey Jewell","LB","Iowa",2018,"DEN",4,106,"JeweJo00",31,8,4.129032258,73,234,NA,4.82,18,33,117,4.27,6.8,NA,NA
"238",1610,"Caleb Miller","LB","Arkansas",2004,"CIN",3,80,"MillCa20",39,10,4.102564103,75.3,224,NA,4.71,23,34.5,120,3.93,6.85,NA,NA
"239",1624,"Kroy Biermann","LB","Montana",2008,"ATL",5,154,"BierKr99",114,29,4.070175439,74.875,246,NA,4.87,29,31.5,112,4.56,7.08,NA,NA
"240",1638,"Bobby Okereke","LB",NA,2019,"IND",3,89,"OkerBo00",16,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",1647,"D.J. Smith","LB","Appalachian State (NC)",2011,"GB",6,186,"SmitD.00",24,6,4,70.625,239,NA,4.88,20,31,104,4.45,7.35,NA,NA
"242",1652,"Haason Reddick","LB",NA,2017,"ARI",1,13,"ReddHa00",48,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1670,"Philip Wheeler","LB","Georgia Tech",2008,"IND",3,93,"WheePh99",133,33,3.969924812,73.88,248,NA,4.82,24,31,118,4.29,7.11,NA,NA
"244",1676,"Gerald Hodges","LB","Penn State",2013,"MIN",4,120,"HodgGe00",81,20,3.950617284,73,243,NA,4.78,22,NA,119,NA,NA,NA,NA
"245",1684,"Colby Bockwoldt","LB","Brigham Young",2004,"NO",7,240,"BockCo20",49,12,3.918367347,73.6,230,NA,4.59,14,34,112,4.05,7.12,NA,NA
"246",1691,"Joe Mays","LB","North Dakota State",2008,"PHI",6,200,"MaysJo99",78,19,3.897435897,71,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1695,"Jonathan Goff","LB","Vanderbilt",2008,"NYG",5,165,"GoffJo99",37,9,3.891891892,74,245,NA,4.73,28,31.5,118,4.26,6.86,NA,NA
"248",1699,"Andre Branch","LB",NA,2012,"JAX",2,38,"BranAn00",95,23,3.873684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",1703,"Brad Jones","LB","Colorado",2009,"GB",7,218,"JoneBr99",83,20,3.855421687,74.875,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1705,"Jamar Chaney","LB","Mississippi State",2010,"PHI",7,220,"ChanJa98",54,13,3.851851852,72.75,242,NA,4.54,26,39,124,4.29,6.9,NA,NA
"251",1719,"Damien Wilson","LB","Minnesota",2015,"DAL",4,127,"WilsDa02",80,19,3.8,72,245,NA,4.77,22,37,119,4.2,7.21,NA,NA
"252",1735,"Marquel Lee","LB",NA,2017,"OAK",5,168,"LeexMa01",34,8,3.764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",1741,"Nick Greisen","LB",NA,2002,"NYG",5,152,"GreiNi20",98,23,3.755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",1747,"Darryl Sharpton","LB","Miami (FL)",2010,"HOU",4,102,"SharDa01",47,11,3.744680851,71.375,236,NA,4.81,24,NA,NA,4.42,7.19,NA,NA
"255",1748,"James-Michael Johnson","LB","Nevada",2012,"CLE",4,120,"JohnJa04",47,11,3.744680851,73.125,241,NA,4.6,23,37,124,4.37,7.34,NA,NA
"256",1749,"Jasper Brinkley","LB","South Carolina",2009,"MIN",5,150,"BrinJa99",94,22,3.744680851,73.625,252,NA,4.67,26,35.5,114,4.32,7.03,NA,NA
"257",1755,"Kenny Young","LB","UCLA",2018,"BAL",4,122,"YounKe03",30,7,3.733333333,73,236,NA,4.6,23,36,117,4.48,7.38,NA,NA
"258",1789,"Korey Toomer","LB","Idaho",2012,"SEA",5,154,"ToomKo00",53,12,3.622641509,74.25,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",1819,"Kaluka Maiava","LB","Southern California",2009,"CLE",4,104,"MaiaKa99",63,14,3.555555556,71.5,229,NA,4.7,30,NA,110,4.2,6.98,NA,NA
"260",1822,"Nate Webster","LB",NA,2000,"TB",3,90,"WebsNa20",99,22,3.555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",1825,"Rocky Calmus","LB","Oklahoma",2002,"TEN",3,77,"CalmRo20",27,6,3.555555556,75.1,243,NA,4.69,16,NA,NA,NA,NA,NA,NA
"262",1830,"Tully Banta-Cain","LB",NA,2003,"NE",7,239,"BantTu20",113,25,3.539823009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1858,"Zach Diles","LB",NA,2007,"HOU",7,218,"DileZa99",74,16,3.459459459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",1869,"Joe Odom","LB","Purdue",2003,"CHI",6,191,"OdomJo20",28,6,3.428571429,72.9,241,NA,4.62,26,NA,NA,NA,NA,NA,NA
"265",1873,"Eli Harold","LB","Virginia",2015,"SF",3,79,"HaroEl00",61,13,3.409836066,75.125,247,NA,4.6,NA,35,123,4.16,7.07,NA,NA
"266",1874,"Jeremiah Attaochu","LB","Georgia Tech",2014,"SD",2,50,"AttaJe00",61,13,3.409836066,75.25,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1887,"Jermaine Cunningham","LB",NA,2010,"NE",2,53,"CunnJe99",38,8,3.368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1897,"J.T. Thomas","LB","West Virginia",2011,"CHI",6,195,"ThomJ.02",62,13,3.35483871,73,241,NA,4.73,23,30.5,114,4.28,7.23,NA,NA
"269",1908,"Bruce Carter","LB","North Carolina",2011,"DAL",2,40,"CartBr00",101,21,3.326732673,73.5,241,NA,4.57,25,NA,NA,NA,NA,NA,NA
"270",1943,"Matt Wilhelm","LB",NA,2003,"SD",4,112,"WilhMa20",89,18,3.235955056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1949,"Akeem Dent","LB","Georgia",2011,"ATL",3,91,"DentAk00",90,18,3.2,73,242,NA,4.78,24,37.5,123,NA,NA,NA,NA
"272",1952,"Antwan Peek","LB","Cincinnati",2003,"HOU",3,67,"PeekAn20",65,13,3.2,74.6,246,NA,4.67,21,37,125,4.33,7.06,NA,NA
"273",1958,"Corey Moore","LB","Virginia Tech",2000,"BUF",3,89,"MoorCo20",10,2,3.2,70.9,223,NA,4.62,21,NA,NA,NA,NA,NA,NA
"274",1959,"David Vobora","LB",NA,2008,"STL",7,252,"VoboDa99",40,8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1961,"Derrick Pope","LB","Alabama",2004,"MIA",7,222,"PopeDe20",55,11,3.2,70.9,230,NA,4.69,24,NA,106,NA,NA,NA,NA
"276",1962,"Drue Tranquill","LB","Notre Dame",2019,"LAC",4,130,"TranDr00",15,3,3.2,74,234,NA,4.57,31,37.5,122,4.14,6.94,NA,NA
"277",1966,"Jamie Winborn","LB","Vanderbilt",2001,"SF",2,47,"WinbJa20",100,20,3.2,71,229,NA,4.63,NA,35.5,111,NA,NA,NA,NA
"278",1978,"Teddy Lehman","LB","Oklahoma",2004,"DET",2,37,"LehmTe20",45,9,3.2,73.5,240,NA,4.55,26,34.5,113,4.06,6.91,NA,NA
"279",1981,"Arthur Moats","LB","James Madison (VA)",2010,"BUF",6,178,"MoatAr00",121,24,3.173553719,72.25,246,NA,4.64,24,36.5,122,4.37,7.22,NA,NA
"280",1996,"Hayes Pullard","LB","Southern California",2015,"CLE",7,219,"PullHa00",46,9,3.130434783,72.5,240,NA,4.78,19,31,110,4.39,7.07,NA,NA
"281",2008,"Chaun Thompson","LB","West Texas A&M",2003,"CLE",2,52,"ThomCh23",98,19,3.102040816,73.9,240,NA,4.56,29,35.5,123,4.16,7,NA,NA
"282",2010,"Bryan Knight","LB",NA,2002,"CHI",5,165,"KnigBr20",31,6,3.096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2011,"Dan Connor","LB",NA,2008,"CAR",3,74,"ConnDa99",62,12,3.096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2017,"Genard Avery","LB","Memphis",2018,"CLE",5,150,"AverGe00",26,5,3.076923077,72.5,248,NA,4.59,26,36,124,4.36,6.9,NA,NA
"285",2025,"Kevin Bentley","LB","Northwestern",2002,"CLE",4,101,"BentKe20",136,26,3.058823529,72.4,243,NA,4.72,23,39,113,3.83,6.71,NA,NA
"286",2026,"Tim Dobbins","LB","Iowa State",2006,"SD",5,151,"DobbTi20",110,21,3.054545455,73.13,246,NA,4.61,23,35.5,110,4.39,7.25,NA,NA
"287",2033,"Markus Steele","LB","Southern California",2001,"DAL",4,122,"SteeMa20",42,8,3.047619048,74.9,232,NA,4.62,NA,33,119,4.5,7.15,NA,NA
"288",2045,"Keith Adams","LB","Clemson",2001,"TEN",7,232,"AdamKe20",85,16,3.011764706,70.6,219,NA,4.81,24,NA,104,NA,NA,NA,NA
"289",2050,"David Pollack","LB",NA,2005,"CIN",1,17,"PollDa20",16,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2055,"James Allen","LB","Oregon State",2002,"NO",3,82,"AlleJa21",48,9,3,74.6,240,NA,4.63,24,38,120,4.21,7.59,NA,NA
"291",2067,"Nate Palmer","LB","Illinois State",2013,"GB",6,193,"PalmNa01",48,9,3,74.125,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2069,"Su'a Cravens","LB",NA,2016,"WAS",2,53,"CravSu00",16,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2074,"Uchenna Nwosu","LB","Southern California",2018,"LAC",2,48,"NwosUc00",32,6,3,74.125,251,NA,4.65,20,32,119,NA,NA,NA,NA
"294",2085,"Hau'oli Kikaha","LB","Washington",2015,"NO",2,44,"KikaHa00",27,5,2.962962963,74.375,253,29,4.74,NA,NA,NA,NA,NA,NA,NA
"295",2089,"Kamu Grugier-Hill","LB",NA,2016,"NE",6,208,"GrugKa00",54,10,2.962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2104,"Reggie Torbor","LB",NA,2004,"NYG",4,97,"TorbRe20",104,19,2.923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2109,"Duke Riley","LB","Louisiana State",2017,"ATL",3,75,"RileDu00",44,8,2.909090909,72.25,232,NA,4.58,18,34.5,122,NA,6.89,NA,NA
"298",2128,"Randy Gregory","LB",NA,2015,"DAL",2,60,"GregRa00",28,5,2.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2138,"Stephone Anthony","LB","Clemson",2015,"NO",1,31,"AnthSt00",62,11,2.838709677,74.625,243,23,4.56,23,37,122,4.03,7.07,NA,NA
"300",2148,"Brandon Siler","LB","Florida",2007,"SD",7,240,"SileBr99",74,13,2.810810811,73.75,241,NA,4.64,NA,30.5,109,NA,7.34,NA,NA
"301",2153,"Gerald McRath","LB","Southern Mississippi",2009,"TEN",4,130,"McRaGe99",40,7,2.8,73.875,231,NA,4.49,19,34,123,4.35,7.24,NA,NA
"302",2159,"Mario Haggan","LB","Mississippi State",2003,"BUF",7,228,"HaggMa20",132,23,2.787878788,74.6,252,NA,4.84,21,33,110,4.38,7.54,NA,NA
"303",2167,"Nick Rogers","LB","Georgia Tech",2002,"MIN",6,177,"RogeNi20",46,8,2.782608696,74,251,NA,4.65,22,36,115,4.19,7.02,NA,NA
"304",2195,"Charles Harris","LB",NA,2017,"MIA",1,22,"HarrCh03",41,7,2.731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2200,"Brian Allen","LB","Florida State",2001,"STL",3,83,"AlleBr21",47,8,2.723404255,72.1,238,NA,4.65,25,NA,NA,NA,NA,NA,NA
"306",2216,"Eddie Moore","LB",NA,2003,"MIA",2,49,"MoorEd20",18,3,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2221,"Joe Walker","LB","Oregon",2016,"PHI",7,251,"WalkJo01",42,7,2.666666667,74.375,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2225,"Josh Forrest","LB","Kentucky",2016,"LAR",6,190,"ForrJo00",12,2,2.666666667,75.125,249,NA,4.91,11,30.5,118,NA,NA,NA,NA
"309",2229,"Kemoko Turay","LB","Rutgers",2018,"IND",2,52,"TuraKe00",18,3,2.666666667,76.625,253,NA,4.65,NA,NA,NA,NA,NA,NA,NA
"310",2232,"Nic Harris","LB","Oklahoma",2009,"BUF",5,147,"HarrNi99",30,5,2.666666667,74.375,234,NA,4.86,15,31.5,109,4.37,7.05,NA,NA
"311",2233,"Nico Johnson","LB","Alabama",2013,"KC",4,99,"JohnNi00",18,3,2.666666667,73.625,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2238,"Sabby Piscitelli","LB",NA,2007,"TB",2,64,"PiscSa99",66,11,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2243,"Rocky Boiman","LB","Notre Dame",2002,"TEN",4,133,"BoimRo20",103,17,2.640776699,75.8,242,NA,4.61,17,35,118,4.05,6.86,NA,NA
"314",2247,"Kyler Fackrell","LB","Utah State",2016,"GB",3,88,"FackKy00",61,10,2.62295082,77,245,NA,4.72,15,34.5,121,NA,NA,NA,NA
"315",2249,"Zeke Moreno","LB",NA,2001,"SD",5,139,"MoreZe20",61,10,2.62295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2253,"Stephen Weatherly","LB","Vanderbilt",2016,"MIN",7,227,"WeatSt00",49,8,2.612244898,76.375,267,NA,4.61,23,31,117,NA,NA,NA,NA
"317",2265,"Nate Irving","LB","North Carolina State",2011,"DEN",3,67,"IrviNa00",62,10,2.580645161,73,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2266,"Pat Thomas","LB","North Carolina State",2005,"JAX",6,194,"ThomPa20",31,5,2.580645161,72.875,238,NA,NA,NA,NA,NA,NA,NA,NA,NA
