"","Name","Position","College","Draft.Year","Team","Draft.Round","Pick.Number","PlayerID","Games","Avg.Value","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","Pro.Bowls","All.Pros"
"152","Rahim Moore","DB","UCLA",2011,"DEN",2,45,"MoorRa00",64,22,5.5,71.75,202,NA,4.58,11,35,115,3.96,6.98,NA,NA
"153","Amari Spievey","DB","Iowa",2010,"DET",3,66,"SpieAm99",35,12,5.48571428571429,70.875,195,NA,4.52,NA,35,116,NA,NA,NA,NA
"154","John Johnson","DB","Boston College",2017,"LAR",3,91,"JohnJo10",38,13,5.47368421052632,72.625,208,NA,4.61,14,37,119,4.18,6.72,NA,NA
"155","Desmond King","DB","Iowa",2017,"LAC",5,151,"KingDe01",47,16,5.4468085106383,70.25,201,NA,NA,14,34,117,4.18,6.67,NA,NA
"156","Daryl Worley","DB","West Virginia",2016,"CAR",3,77,"WorlDa00",56,19,5.42857142857143,72.75,204,NA,4.64,14,35.5,123,4.15,6.98,NA,NA
"157","Kenoy Kennedy","DB","Arkansas",2000,"DEN",2,45,"KennKe21",115,39,5.42608695652174,73,221,NA,4.71,8,33.5,113,4.38,7.08,NA,NA
"158","Gary Baxter","DB","Baylor",2001,"BAL",2,62,"BaxtGa20",62,21,5.41935483870968,73.6,204,NA,4.52,NA,37.5,122,4.21,7.39,NA,NA
"159","Ricardo Allen","DB","Purdue",2014,"ATL",5,147,"AlleRi00",65,22,5.41538461538462,69.125,187,NA,4.61,13,35.5,116,4.15,NA,NA,NA
"160","Madieu Williams","DB","Maryland",2004,"CIN",2,56,"WillMa20",119,40,5.3781512605042,72.4,193,NA,4.5,18,NA,125,NA,NA,NA,NA
"161","Sean Smith","DB","Utah",2009,"MIA",2,61,"SmitSe99",137,46,5.37226277372263,75.5,214,NA,4.5,10,34,119,4.15,6.92,NA,1
"162","Bernard Pollard","DB","Purdue",2006,"KC",2,54,"PollBe20",126,42,5.33333333333333,73.63,224,NA,4.6,NA,36.5,131,NA,NA,NA,NA
"163","Carlton Davis","DB","Auburn",2018,"TB",2,63,"DaviCa02",27,9,5.33333333333333,73,203,NA,4.53,16,34,124,NA,NA,NA,NA
"164","D.J. Swearinger","DB","South Carolina",2013,"HOU",2,57,"SweaDJ00",99,33,5.33333333333333,70.5,208,28,4.67,17,37,124,4.11,6.7,NA,NA
"165","Dwight Smith","DB","Akron",2001,"TB",3,84,"SmitDw20",117,39,5.33333333333333,69.6,212,NA,4.5,15,33.5,114,NA,NA,NA,NA
"166","Greedy Williams","DB","Louisiana State",2019,"CLE",2,46,"WillGr00",12,4,5.33333333333333,73.625,182,NA,4.37,NA,NA,NA,NA,NA,NA,NA
"167","Jalen Mills","DB","Louisiana State",2016,"PHI",7,233,"MillJa02",48,16,5.33333333333333,72,191,NA,4.61,16,37,123,4,6.86,NA,NA
"168","Kevin King","DB","Washington",2017,"GB",2,33,"KingKe01",30,10,5.33333333333333,75.25,200,NA,4.43,11,39.5,NA,3.89,6.56,NA,NA
"169","Rock Ya-Sin","DB","Temple",2019,"IND",2,34,"Ya-SRo00",15,5,5.33333333333333,71.75,192,NA,4.51,18,39.5,120,4.31,7.31,NA,NA
"170","Sean Davis","DB","Maryland",2016,"PIT",2,58,"DaviSe00",48,16,5.33333333333333,73,201,NA,4.46,21,37.5,126,3.97,6.64,NA,NA
"171","Taylor Rapp","DB",NA,2019,"LAR",2,61,"RappTa00",15,5,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Dunta Robinson","DB","South Carolina",2004,"HOU",1,10,"RobiDu20",139,46,5.29496402877698,70.6,186,NA,4.35,15,36,120,3.75,6.97,NA,NA
"173","Lardarius Webb","DB","Nicholls State (LA)",2009,"BAL",3,88,"WebbLa99",127,42,5.29133858267717,69.75,179,NA,4.35,15,36.5,121,4.1,6.77,NA,1
"174","Brandon Meriweather","DB","Miami (FL)",2007,"NE",1,24,"MeriBr99",112,37,5.28571428571429,70.625,195,NA,4.5,11,35,111,4.33,7.06,2,NA
"175","Logan Ryan","DB","Rutgers",2013,"NE",3,83,"RyanLo00",109,36,5.28440366972477,71.125,191,NA,4.56,14,32.5,116,4.06,6.69,NA,NA
"176","Jerraud Powers","DB","Auburn",2009,"IND",3,92,"PoweJe99",100,33,5.28,69.125,188,NA,4.51,15,36.5,122,4.08,7.09,NA,NA
"177","Nate Allen","DB","South Florida",2010,"PHI",2,37,"AlleNa99",100,33,5.28,72.5,207,NA,4.5,16,NA,NA,NA,NA,NA,NA
"178","Morris Claiborne","DB","Louisiana State",2012,"DAL",1,6,"ClaiMo00",85,28,5.27058823529412,71.125,188,4,4.5,NA,34.5,118,4.12,7.01,NA,NA
"179","Mario Edwards","DB","Florida State",2000,"DAL",6,180,"EdwaMa20",73,24,5.26027397260274,72.1,191,NA,4.46,32,32.5,120,4.55,7.44,NA,NA
"180","Phillip Buchanon","DB",NA,2002,"OAK",1,17,"BuchPh20",122,40,5.24590163934426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Sean Jones","DB",NA,2004,"CLE",2,59,"JoneSe20",107,35,5.23364485981308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Charles Godfrey","DB","Iowa",2008,"CAR",3,67,"GodfCh99",95,31,5.22105263157895,71.75,207,NA,4.48,14,32.5,121,4.4,7.28,NA,NA
"183","Calvin Pryor","DB","Louisville",2014,"NYJ",1,18,"PryoCa00",46,15,5.21739130434783,71.125,207,NA,4.58,18,34.5,115,NA,NA,NA,NA
"184","Cedric Griffin","DB","Texas",2006,"MIN",2,48,"GrifCe20",89,29,5.21348314606742,72.13,199,NA,4.54,17,35.5,125,4.1,6.84,NA,NA
"185","Chris Hope","DB","Florida State",2002,"PIT",3,94,"HopeCh21",163,53,5.20245398773006,71.6,210,NA,4.56,28,NA,112,NA,NA,NA,NA
"186","Yeremiah Bell","DB",NA,2003,"MIA",6,213,"BellYe20",142,46,5.1830985915493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","George Iloka","DB","Boise State",2012,"CIN",5,167,"IlokGe00",99,32,5.17171717171717,75.625,225,NA,4.6,20,34.5,124,4.03,7.03,NA,NA
"188","Andre' Goodman","DB",NA,2002,"DET",3,68,"GoodAn20",127,41,5.16535433070866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Tavon Young","DB","Temple",2016,"BAL",4,104,"YounTa01",31,10,5.16129032258065,69.125,183,NA,4.46,9,34.5,118,3.93,6.8,NA,NA
"190","Corey Webster","DB","Louisiana State",2005,"NYG",2,43,"WebsCo20",121,39,5.15702479338843,72.125,199,NA,4.51,9,NA,NA,NA,NA,NA,NA
"191","Morgan Burnett","DB","Georgia Tech",2010,"GB",3,71,"BurnMo99",121,39,5.15702479338843,73.375,209,NA,4.51,16,NA,NA,NA,NA,NA,NA
"192","Aaron Williams","DB","Texas",2011,"BUF",2,34,"WillAa00",59,19,5.15254237288136,71.875,204,NA,4.55,18,37.5,127,4.07,6.72,NA,NA
"193","Michael Huff","DB","Texas",2006,"OAK",1,7,"HuffMi20",118,38,5.15254237288136,72,204,NA,4.37,21,40.5,125,NA,NA,NA,NA
"194","Ronnie Harrison","DB","Alabama",2018,"JAX",3,93,"HarrRo02",28,9,5.14285714285714,74,214,NA,NA,NA,34,120,NA,NA,NA,NA
"195","Kendrick Lewis","DB","Mississippi",2010,"KC",5,136,"LewiKe00",103,33,5.12621359223301,71.625,198,NA,4.73,16,31.5,116,4.33,6.88,NA,NA
"196","Renaldo Hill","DB","Michigan State",2001,"ARI",7,202,"HillRe20",141,45,5.1063829787234,71,178,NA,4.59,10,35.5,116,4.18,7.07,NA,NA
"197","Josh Wilson","DB","Maryland",2007,"SEA",2,55,"WilsJo99",126,40,5.07936507936508,69.25,189,NA,4.42,20,36.5,120,4.43,7.07,NA,NA
"198","Chris Conte","DB","California",2011,"CHI",3,93,"ContCh00",104,33,5.07692307692308,74.375,197,NA,4.52,18,35.5,127,4.19,7.01,NA,NA
"199","Ko Simpson","DB","South Carolina",2006,"BUF",4,105,"SimpKo20",41,13,5.07317073170732,73,209,NA,4.45,11,40.5,122,4.17,7.09,NA,NA
"200","Vernon Hargreaves","DB","Florida",2016,"TB",1,11,"HargVe00",41,13,5.07317073170732,70.5,204,NA,4.5,15,39,130,3.98,NA,NA,NA
"201","Kyzir White","DB","West Virginia",2018,"LAC",4,119,"WhitKy00",19,6,5.05263157894737,73.875,216,NA,NA,21,35.5,113,NA,NA,NA,NA
"202","Mike Doss","DB",NA,2003,"IND",2,58,"DossMi20",57,18,5.05263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Montae Nicholson","DB","Michigan State",2017,"WAS",4,123,"NichMo00",35,11,5.02857142857143,73.625,212,NA,4.42,NA,35,125,4.19,NA,NA,NA
"204","Byron Murphy","DB","Washington",2019,"ARI",2,33,"MurpBy00",16,5,5,71.125,190,NA,4.55,14,36.5,120,NA,NA,NA,NA
"205","Daven Holly","DB","Cincinnati",2005,"SF",7,215,"HollDa22",32,10,5,70.375,192,NA,4.44,15,39,113,4.08,7.16,NA,NA
"206","Deandre Baker","DB","Georgia",2019,"NYG",1,30,"BakeDe00",16,5,5,71.125,193,NA,4.52,14,NA,118,NA,NA,NA,NA
"207","Gerald Sensabaugh","DB","North Carolina",2005,"JAX",5,157,"SensGe20",112,35,5,72.5,214,NA,4.48,17,46,113,NA,NA,NA,NA
"208","Sean Bunting","DB","Central Michigan",2019,"TB",2,39,"BuntSe00",16,5,5,72.375,195,NA,4.42,14,41.5,126,NA,NA,NA,NA
"209","Travis Fisher","DB",NA,2002,"STL",2,64,"FishTr20",90,28,4.97777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Xavier Woods","DB","Louisiana Tech",2017,"DAL",6,191,"WoodXa00",45,14,4.97777777777778,70.75,197,NA,4.54,19,33.5,122,4.13,6.72,NA,NA
"211","David Amerson","DB","North Carolina State",2013,"WAS",2,51,"AmerDa00",74,23,4.97297297297297,73,205,NA,4.44,15,35.5,127,NA,NA,NA,NA
"212","Brian Williams","DB","North Carolina State",2002,"MIN",4,105,"WillBr22",132,41,4.96969696969697,71.6,207,NA,4.58,19,39,122,4.2,7.21,NA,NA
"213","Brodney Pool","DB","Oklahoma",2005,"CLE",2,34,"PoolBr20",100,31,4.96,73,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Shawntae Spencer","DB",NA,2004,"SF",2,58,"SpenSh20",100,31,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Eli Apple","DB","Ohio State",2016,"NYG",1,10,"ApplEl00",55,17,4.94545454545455,72.625,199,NA,4.4,13,NA,NA,NA,NA,NA,NA
"216","Erik Coleman","DB","Washington State",2004,"NYJ",5,143,"ColeEr21",123,38,4.94308943089431,70.5,200,NA,4.62,16,35.5,117,4.14,7.03,NA,NA
"217","Mark Roman","DB",NA,2000,"CIN",2,34,"RomaMa20",146,45,4.93150684931507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Bruce Thornton","DB","Georgia",2004,"DAL",4,121,"ThorBr21",13,4,4.92307692307692,71,197,NA,4.5,NA,37.5,122,NA,NA,NA,NA
"219","Nathan Gerry","DB",NA,2017,"PHI",5,184,"GerrNa00",39,12,4.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Tim Wansley","DB",NA,2002,"TB",7,233,"WansTi20",13,4,4.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Patrick Chung","DB","Oregon",2009,"NE",2,34,"ChunPa99",153,47,4.91503267973856,71.25,212,NA,4.49,25,34,119,NA,NA,NA,NA
"222","Robert Alford","DB","Southeastern Louisiana",2013,"ATL",2,60,"AlfoRo00",88,27,4.90909090909091,70.125,188,NA,4.39,17,40,132,4.23,6.89,NA,NA
"223","Karl Joseph","DB","West Virginia",2016,"OAK",1,14,"JoseKa00",49,15,4.89795918367347,69.625,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Michael Johnson","DB","Arizona",2007,"NYG",7,224,"JohnMi99",49,15,4.89795918367347,74.625,205,NA,4.66,15,33,114,4.32,7.04,NA,NA
"225","Dre Kirkpatrick","DB","Alabama",2012,"CIN",1,17,"KirkDr00",99,30,4.84848484848485,73.625,186,NA,4.5,NA,35,120,NA,NA,NA,NA
"226","Jason Webster","DB","Texas A&M",2000,"SF",2,48,"WebsJa20",90,27,4.8,69.1,180,NA,4.46,17,35.5,122,3.98,6.76,NA,NA
"227","Terrell Thomas","DB","Southern California",2008,"NYG",2,63,"ThomTe99",60,18,4.8,72.5,202,NA,4.54,14,30.5,123,NA,7.18,NA,NA
"228","Drayton Florence","DB","Tuskegee (AL)",2003,"SD",2,46,"FlorDr20",157,47,4.78980891719745,72.3,198,NA,4.42,18,35,124,NA,NA,NA,NA
"229","Richard Marshall","DB","Frenso State (CA)",2006,"CAR",2,58,"MarsRi20",124,37,4.7741935483871,71.125,189,NA,4.46,12,37,129,4.16,6.65,NA,NA
"230","Mike Jenkins","DB","South Florida",2008,"DAL",1,25,"JenkMi99",101,30,4.75247524752475,70.25,197,NA,4.43,18,34,117,4.4,7.21,1,NA
"231","Alterraun Verner","DB","UCLA",2010,"TEN",4,104,"VernAl99",125,37,4.736,70.125,189,NA,4.52,11,32,116,4.12,6.7,1,1
"232","Tre Boston","DB","North Carolina",2014,"CAR",4,128,"BostTr00",88,26,4.72727272727273,71.625,204,NA,4.59,18,35,115,4.31,7.04,NA,NA
"233","Marcus Gilchrist","DB","Clemson",2011,"SD",2,50,"GilcMa00",126,37,4.6984126984127,70,195,NA,4.45,26,38.5,119,4.12,6.81,NA,NA
"234","Matt Elam","DB","Florida",2013,"BAL",1,32,"ElamMa00",41,12,4.68292682926829,69.875,208,19,4.5,17,35.5,118,NA,NA,NA,NA
"235","Tyvon Branch","DB","Connecticut",2008,"OAK",4,100,"BranTy99",106,31,4.67924528301887,71.375,204,NA,4.35,19,34,120,4.4,NA,NA,NA
"236","Bryant McFadden","DB","Florida State",2005,"PIT",2,62,"McFaBr20",96,28,4.66666666666667,71.75,193,NA,4.53,23,38.5,126,4.04,NA,NA,NA
"237","Justin Evans","DB","Texas A&M",2017,"TB",2,50,"EvanJu00",24,7,4.66666666666667,72,199,25,NA,14,NA,NA,NA,NA,NA,NA
"238","Ron Bartell","DB",NA,2005,"STL",2,50,"BartRo20",96,28,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Gareon Conley","DB","Ohio State",2017,"OAK",1,24,"ConlGa00",31,9,4.64516129032258,72.25,195,17,4.44,11,37,129,4.18,6.68,NA,NA
"240","Andre Hal","DB","Vanderbilt",2014,"HOU",7,216,"HalxAn00",69,20,4.63768115942029,70.375,188,NA,4.5,15,35.5,117,4.27,7.14,NA,NA
"241","Byron Maxwell","DB","Clemson",2011,"SEA",6,173,"MaxwBy00",83,24,4.62650602409639,72.25,202,NA,4.43,24,33,124,NA,NA,NA,NA
"242","Keenan Lewis","DB","Oregon State",2009,"PIT",3,96,"LewiKe96",83,24,4.62650602409639,72.875,195,NA,4.47,19,33.5,123,NA,NA,NA,NA
"243","Jaquiski Tartt","DB","Samford (AL)",2015,"SF",2,46,"TartJa00",59,17,4.61016949152542,73.375,221,NA,4.53,NA,NA,124,NA,NA,NA,NA
"244","Kenny Phillips","DB","Miami (FL)",2008,"NYG",1,31,"PhilKe99",59,17,4.61016949152542,74.25,212,NA,4.52,19,32.5,121,4.27,6.97,NA,NA
"245","Dee Milliner","DB","Alabama",2013,"NYJ",1,9,"MillDe00",21,6,4.57142857142857,71.875,201,NA,4.37,NA,36,122,4.32,6.95,NA,NA
"246","Josh Evans","DB","Florida",2013,"JAX",6,169,"EvanJo00",49,14,4.57142857142857,73.125,207,NA,4.58,NA,34.5,123,4.1,6.64,NA,NA
"247","Ricky Manning","DB","UCLA",2003,"CAR",3,82,"MannRi20",84,24,4.57142857142857,68.6,185,NA,4.55,12,36.5,117,4.12,7.09,NA,NA
"248","Jordan Poyer","DB","Oregon State",2013,"PHI",7,218,"PoyeJo00",95,27,4.54736842105263,71.875,191,NA,4.54,8,30.5,118,4.18,6.87,NA,NA
"249","William Gay","DB",NA,2007,"PIT",5,170,"GayxWi99",176,50,4.54545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Fabian Washington","DB","Nebraska",2005,"OAK",1,23,"WashFa20",81,23,4.54320987654321,70.5,188,NA,4.31,18,41.5,122,3.91,NA,NA,NA
"251","Steven Nelson","DB","Oregon State",2015,"KC",3,98,"NelsSt01",67,19,4.53731343283582,70.125,197,NA,4.49,19,34.5,115,4.07,6.88,NA,NA
"252","Idrees Bashir","DB","Memphis",2001,"IND",2,37,"BashId20",71,20,4.50704225352113,74.3,206,NA,4.55,22,40,126,4.2,7.14,NA,NA
"253","Michael Boulware","DB",NA,2004,"SEA",2,53,"BoulMi20",64,18,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Avonte Maddox","DB","Pittsburgh",2018,"PHI",4,125,"MaddAv00",25,7,4.48,69.125,180,NA,4.39,13,37,125,4,6.51,NA,NA
"255","Ross Cockrell","DB","Duke",2014,"BUF",4,109,"CockRo00",68,19,4.47058823529412,72,191,NA,4.56,10,36.5,122,4.32,7.28,NA,NA
"256","Ahkello Witherspoon","DB","Colorado",2017,"SF",3,66,"WithAh00",36,10,4.44444444444444,74.75,198,NA,4.45,NA,40.5,126,4.13,6.93,NA,NA
"257","Aaron Ross","DB","Texas",2007,"NYG",1,20,"RossAa99",83,23,4.43373493975904,72.5,193,NA,4.46,17,34,118,4.15,6.67,NA,NA
"258","Alfonzo Dennard","DB","Nebraska",2012,"NE",7,224,"DennAl00",29,8,4.41379310344828,70,204,NA,4.48,NA,37,121,NA,NA,NA,NA
"259","Chris Horton","DB","UCLA",2008,"WAS",7,249,"HortCh99",29,8,4.41379310344828,72.125,212,NA,4.6,14,28.5,109,4.35,7.34,NA,NA
"260","Jordan Whitehead","DB","Pittsburgh",2018,"TB",4,117,"WhitJo03",29,8,4.41379310344828,70.375,195,NA,NA,21,NA,NA,NA,NA,NA,NA
"261","Tedric Thompson","DB","Colorado",2017,"SEA",4,111,"ThomTe00",29,8,4.41379310344828,71.75,204,NA,4.6,17,32.5,117,4.36,7.11,NA,NA
"262","Antoine Cason","DB","Arizona",2008,"SD",1,27,"CasoAn99",110,30,4.36363636363636,72.25,191,NA,4.55,20,35.5,128,4.08,NA,NA,NA
"263","Ben Emanuel","DB","UCLA",2005,"CAR",5,171,"EmanBe20",11,3,4.36363636363636,74.75,212,NA,4.57,21,NA,NA,NA,NA,NA,NA
"264","Captain Munnerlyn","DB","South Carolina",2009,"CAR",7,216,"MunnCa99",154,42,4.36363636363636,68.5,182,NA,4.51,19,37.5,121,4.2,7.15,NA,NA
"265","Major Wright","DB","Florida",2010,"CHI",3,75,"WrigMa99",77,21,4.36363636363636,71.5,206,NA,4.44,14,37.5,119,4.36,6.95,NA,NA
"266","Nedu Ndukwe","DB",NA,2007,"CIN",7,253,"NdukCh99",55,15,4.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Glenn Earl","DB","Notre Dame",2004,"HOU",4,122,"EarlGl20",37,10,4.32432432432432,73.1,222,NA,4.65,20,NA,NA,NA,NA,NA,NA
"268","Jarrad Page","DB","UCLA",2006,"KC",7,228,"PageJa20",74,20,4.32432432432432,72.375,239,NA,4.64,NA,38,127,4.14,6.68,NA,NA
"269","Trae Waynes","DB","Michigan State",2015,"MIN",1,11,"WaynTr00",74,20,4.32432432432432,72.125,186,20,4.31,19,38,122,4.39,7.06,NA,NA
"270","Will Peterson","DB","Western Illinois",2001,"NYG",3,78,"PeteWi20",97,26,4.28865979381443,72,197,NA,4.51,13,38.5,120,NA,NA,NA,NA
"271","Kelvin Hayden","DB","Illinois",2005,"IND",2,60,"HaydKe20",101,27,4.27722772277228,70.375,197,NA,4.52,17,34,111,3.9,6.87,NA,NA
"272","David Barrett","DB","Arkansas",2000,"ARI",4,102,"BarrDa22",131,35,4.27480916030534,69.9,199,NA,4.48,16,37.5,116,4.04,6.81,NA,NA
"273","Kurt Coleman","DB","Ohio State",2010,"PHI",7,244,"ColeKu99",146,39,4.27397260273973,70.25,192,NA,4.55,19,NA,NA,NA,NA,NA,NA
"274","David Macklin","DB","Penn State",2000,"IND",3,91,"MackDa20",120,32,4.26666666666667,68.6,194,NA,4.56,NA,37.5,120,4.09,6.9,NA,NA
"275","Buster Skrine","DB","Tennessee-Chattanooga",2011,"CLE",5,137,"SkriBu00",139,37,4.2589928057554,69.5,186,NA,4.37,20,37,122,3.9,6.44,NA,NA
"276","Vonn Bell","DB","Ohio State",2016,"NO",2,61,"BellVo00",61,16,4.19672131147541,70.75,199,NA,NA,16,NA,NA,NA,NA,NA,NA
"277","Mike Mitchell","DB","Ohio",2009,"OAK",2,47,"MitcMi99",145,38,4.19310344827586,71.875,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Cody Grimm","DB","Virginia Tech",2010,"TB",7,210,"GrimCo99",23,6,4.17391304347826,70.875,203,NA,4.55,11,35.5,117,NA,6.58,NA,NA
"279","Nevin Lawson","DB","Utah State",2014,"DET",4,133,"LawsNe00",73,19,4.16438356164384,69.5,190,NA,4.48,16,33,120,4.4,7.12,NA,NA
"280","Lamarcus Joyner","DB","Florida State",2014,"STL",2,41,"JoynLa00",81,21,4.14814814814815,68,184,NA,4.55,14,37.5,123,4.4,7.26,NA,NA
"281","Marques Anderson","DB","UCLA",2002,"GB",3,92,"AndeMa22",54,14,4.14814814814815,71,213,NA,4.52,16,39.5,124,NA,NA,NA,NA
"282","Perrish Cox","DB","Oklahoma State",2010,"DEN",5,137,"CoxxPe99",81,21,4.14814814814815,71.375,195,NA,4.58,12,32.5,113,NA,NA,NA,NA
"283","Artie Burns","DB","Miami (FL)",2016,"PIT",1,25,"BurnAr00",58,15,4.13793103448276,71.875,193,NA,4.46,NA,31.5,NA,NA,NA,NA,NA
"284","Jerametrius Butler","DB","Kansas State",2001,"STL",5,145,"ButlJe20",70,18,4.11428571428571,70,173,NA,4.57,11,36,121,4.4,7.22,NA,NA
"285","Da'Norris Searcy","DB","North Carolina",2011,"BUF",4,100,"SearDa00",109,28,4.11009174311927,70.625,223,NA,4.55,27,33,120,4.09,6.87,NA,NA
"286","Tarell Brown","DB","Texas",2007,"SF",5,147,"BrowTa99",117,30,4.1025641025641,70.63,190,NA,4.47,17,33.5,111,4.37,7,NA,NA
"287","Josh Bullocks","DB","Nebraska",2005,"NO",2,40,"BullJo20",90,23,4.08888888888889,72,209,NA,4.49,NA,37.5,116,4.08,7.09,NA,NA
"288","James Sanders","DB","Frenso State (CA)",2005,"NE",4,133,"SandJa21",114,29,4.07017543859649,70.75,214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Rogers Beckett","DB","Marshall (WV)",2000,"SD",2,43,"BeckRo20",71,18,4.05633802816901,73.5,207,NA,4.64,15,39.5,119,4.29,6.48,NA,NA
"290","Terrence Holt","DB","North Carolina State",2003,"DET",5,137,"HoltTe20",71,18,4.05633802816901,73.8,208,NA,4.63,13,34.5,122,3.97,6.99,NA,NA
"291","C.C. Brown","DB",NA,2005,"HOU",6,188,"BrowC.20",83,21,4.04819277108434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Anthony Brown","DB","Purdue",2016,"DAL",6,189,"BrowAn02",56,14,4,71.25,192,NA,4.33,19,35,115,4.19,7.03,NA,NA
"293","Asher Allen","DB","Georgia",2009,"MIN",3,86,"AlleAs99",36,9,4,69.5,194,NA,4.48,22,35,115,4.3,6.93,NA,NA
"294","Chris Clemons","DB","Clemson",2009,"MIA",5,165,"ClemCh97",80,20,4,72.13,208,NA,4.33,19,37.5,127,4.38,7.27,NA,NA
"295","Chris Culliver","DB","South Carolina",2011,"SF",3,80,"CullCh00",52,13,4,72.375,199,NA,4.36,NA,38.5,123,4.08,6.88,NA,NA
"296","Gerald Alexander","DB","Boise State",2007,"DET",2,61,"AlexGe99",44,11,4,72.375,210,NA,4.53,15,41,124,4.21,7.24,NA,NA
"297","Greg Toler","DB","Saint Paul's",2009,"ARI",4,131,"ToleGr99",88,22,4,71.25,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Jimmie Ward","DB","Northern Illinois",2014,"SF",1,30,"WardJi01",64,16,4,70.625,193,NA,4.59,9,NA,NA,NA,NA,NA,NA
"299","Justin King","DB","Penn State",2008,"STL",4,101,"KingJu99",40,10,4,70.875,192,NA,4.38,14,34,127,4.31,7.14,NA,NA
"300","Kendall Sheffield","DB","Ohio State",2019,"ATL",4,111,"ShefKe00",16,4,4,71.75,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Marlin Jackson","DB","Michigan",2005,"IND",1,29,"JackMa22",56,14,4,72.625,198,NA,4.52,23,36,125,3.96,6.95,NA,NA
"302","Mike Harris","DB","Florida State",2012,"JAX",6,176,"HarrMi00",36,9,4,70.25,188,NA,4.52,NA,36,117,4.07,6.81,NA,NA
"303","Phillip Thomas","DB","Frenso State (CA)",2013,"WAS",4,119,"ThomPh00",8,2,4,72.5,208,NA,4.65,14,35,122,NA,NA,NA,NA
"304","Tye Hill","DB","Clemson",2006,"STL",1,15,"HillTy20",40,10,4,69.625,185,NA,4.34,NA,41,129,4.01,6.63,NA,NA
"305","Ahmad Carroll","DB","Arkansas",2004,"GB",1,25,"CarrAh20",57,14,3.92982456140351,69.6,195,NA,4.36,15,41,128,NA,NA,NA,NA
"306","Shawn Williams","DB","Georgia",2013,"CIN",3,84,"WillSh02",106,26,3.92452830188679,71.875,213,22,4.46,25,36,120,4.25,7.01,NA,NA
"307","Bryan Scott","DB","Penn State",2003,"ATL",2,55,"ScotBr20",143,35,3.91608391608392,73,219,NA,4.6,13,NA,NA,NA,NA,NA,NA
"308","William Jackson","DB","Houston",2016,"CIN",1,24,"JackWi02",45,11,3.91111111111111,72.375,189,NA,4.37,10,NA,116,NA,NA,NA,NA
"309","Quandre Diggs","DB","Texas",2015,"DET",6,200,"DiggQu00",70,17,3.88571428571429,69.125,196,NA,4.56,17,35.5,113,4.15,7.22,NA,NA
"310","Rashad Johnson","DB","Alabama",2009,"ARI",3,95,"JohnRa98",114,27,3.78947368421053,71.25,203,NA,4.49,15,37,120,4.23,7.09,NA,NA
"311","Quintin Demps","DB","Texas-El Paso",2008,"PHI",4,117,"DempQu99",110,26,3.78181818181818,71.875,206,NA,4.41,16,31.5,110,NA,NA,NA,NA
"312","Bradley Roby","DB","Ohio State",2014,"DEN",1,31,"RobyBr00",89,21,3.7752808988764,71.25,194,NA,4.39,17,38.5,123,4.04,NA,NA,NA
"313","Eric Green","DB","Virginia Tech",2005,"ARI",3,75,"GreeEr20",51,12,3.76470588235294,71.375,198,NA,4.56,NA,38,120,3.9,NA,NA,NA
"314","Patrick Robinson","DB","Florida State",2010,"NO",1,32,"RobiPa99",111,26,3.74774774774775,71.25,190,NA,4.46,15,39,122,NA,6.78,NA,NA
"315","Corey Graham","DB","New Hampshire",2007,"CHI",5,168,"GrahCo99",184,43,3.73913043478261,71.875,195,NA,NA,10,NA,NA,NA,NA,NA,NA
"316","Chris Cash","DB",NA,2002,"DET",6,175,"CashCh20",30,7,3.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Nolan Carroll","DB","Maryland",2010,"MIA",5,145,"CarrNo00",103,24,3.72815533980583,71.5,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
