"","Year","Name","College","Position","Height","Weight","Wonderlic","X40YD","Bench","Vert","Broad","Shuttle","X3Cone","ProBowls","AllPros","Success"
"6063",1990,"Jeff Davidson","Ohio State","OG",76.6,306,NA,5.27,NA,28,105,4.85,NA,0,0,0
"6064",1990,"Mohammed Elewonibi","Brigham Young","OG",76.1,282,NA,5.23,NA,NA,NA,NA,NA,0,0,0
"6065",1990,"Leo Goeas","Hawaii","OG",75.6,278,NA,5.13,22,29,104,4.45,NA,0,0,0
"6066",1990,"Chris Goetz","Pittsburgh","OG",74.3,272,NA,5.16,23,NA,NA,NA,NA,0,0,0
"6067",1990,"Tim Grunhard","Notre Dame","OG",74.4,291,NA,5.19,23,27.5,101,4.55,NA,0,0,0
"6068",1990,"Bob Kula","Michigan State","OG",75,282,NA,5.37,25,23.5,104,4.73,NA,0,0,0
"6069",1990,"Darrin Muilenburg","Colorado","OG",74.8,288,NA,5.39,24,27,100,4.77,NA,0,0,0
"6070",1990,"Brent Parkinson","Southern California","OG",77.3,268,NA,NA,26,NA,NA,NA,NA,0,0,0
"6071",1990,"Bill Schultz","Southern California","OG",75.4,287,NA,5.19,21,27,102,4.68,NA,0,0,0
"6072",1990,"Eric Still","Tennessee","OG",74.4,277,NA,NA,21,NA,NA,NA,NA,0,0,0
"6073",1990,"David Szott","Penn State","OG",75.8,273,NA,5.37,29,22.5,98,4.53,NA,0,0,0
"6074",1989,"Carl Bax","Missouri","OG",76.3,275,NA,5.23,22,27,100,4.73,NA,0,0,0
"6075",1989,"Fred Childress","Arkansas","OG",75.9,338,NA,5.28,23,26.5,90,5.31,NA,0,0,0
"6076",1989,"John Fruhmorgen","Alabama","OG",76,298,NA,5.39,21,21.5,87,4.82,NA,0,0,0
"6077",1989,"Mike Husar","Michigan","OG",74.5,302,NA,5.55,NA,20.5,83,4.7,NA,0,0,0
"6078",1989,"Daryl Illikainen","North Dakota State","OG",75.8,280,NA,5.42,23,26.5,100,4.77,NA,0,0,0
"6079",1989,"Matt Klassa","Eastern Michigan","OG",76.6,273,NA,5.5,13,23,104,4.84,NA,0,0,0
"6080",1989,"Bob Kratch","Iowa","OG",75.5,287,NA,5.4,17,26.5,93,4.63,NA,0,0,0
"6081",1989,"Bill Michel","East Carolina (NC)","OG",76.1,272,NA,4.75,26,NA,NA,NA,NA,0,0,0
"6082",1989,"Brock Miller","North Carolina State","OG",78.6,299,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6083",1989,"Richard Stephens","Tulsa (OK)","OG",78.6,309,NA,5.19,23,23.5,95,4.71,NA,0,0,0
"6084",1989,"Mark Stepnoski","Pittsburgh","OG",74.4,270,NA,5.01,29,29,101,4.53,NA,0,0,0
"6085",1989,"John Stroia","West Virginia","OG",76.1,264,NA,5.3,23,32.5,107,4.45,NA,0,0,0
"6086",1989,"Pat Tomberlin","Florida State","OG",75.3,310,NA,5.69,20,23,94,4.92,NA,0,0,0
"6087",1989,"Brett Wiese","Washington","OG",75.8,271,NA,5.42,17,26,96,5.09,NA,0,0,0
"6088",1989,"Brian Williams","Minnesota","OG",76.9,299,NA,5.18,22,29.5,97,4.85,NA,0,0,0
"6089",1989,"Steve Wisniewski","Penn State","OG",75.8,275,NA,5.08,33,27.5,98,4.35,NA,0,0,0
"6090",1989,"Mike Wolfe","Oklahoma State","OG",75.8,272,NA,5.05,26,29.5,108,4.58,NA,0,0,0
"6091",1989,"Mike Zandofsky","Washington","OG",74.9,302,NA,5.3,26,26,96,4.85,NA,0,0,0
"6092",1988,"Eric Andolsek","Louisiana State","OG",73.8,281,NA,5.09,25,27.5,108,4.76,NA,0,0,0
"6093",1988,"Tony Bartley","Texas A&M","OG",76.3,287,NA,5.2,15,25,99,NA,NA,0,0,0
"6094",1988,"John Bruhin","Tennessee","OG",75.6,283,NA,NA,29,NA,NA,NA,NA,0,0,0
"6095",1988,"Bill Condon","Alabama","OG",74,263,NA,5.22,32,28,101,4.96,NA,0,0,0
"6096",1988,"Ron Duncan","Ball State (IN)","OG",76.3,251,NA,5.02,17,27.5,108,4.72,NA,0,0,0
"6097",1988,"Garry Frank","Mississippi State","OG",74.3,289,NA,5.02,25,30,108,4.3,NA,0,0,0
"6098",1988,"Harry Galbreath","Tennessee","OG",73.1,271,NA,5.12,24,27,106,4.89,NA,0,0,0
"6099",1988,"Ed Gillies","Cal-State Fullerton","OG",77,265,NA,5.01,24,26,106,4.66,NA,0,0,0
"6100",1988,"Brian Habib","Washington","OG",78.8,273,NA,5.01,34,28.5,107,4.84,NA,0,0,0
"6101",1988,"Mark Hutson","Oklahoma","OG",75,289,NA,5.17,12,25,96,NA,NA,0,0,0
"6102",1988,"Paul Jetton","Texas","OG",76.4,288,NA,5.33,21,28,110,4.84,NA,0,0,0
"6103",1988,"Todd Kalis","Arizona State","OG",77.8,277,NA,5.03,21,29,109,4.66,NA,0,0,0
"6104",1988,"Ted Karamanos","Northern Illinois","OG",74,282,NA,5.33,29,25.5,104,4.7,NA,0,0,0
"6105",1988,"Randall Mcdaniel","Arizona State","OG",75.8,268,NA,4.6,17,35,119,NA,NA,0,0,0
"6106",1988,"John Phillips","Clemson","OG",76.4,268,NA,5.2,17,29.5,98,5.04,NA,0,0,0
"6107",1988,"Jon Phillips","Oklahoma","OG",75.4,280,NA,5.07,23,26.5,104,4.76,NA,0,0,0
"6108",1988,"Caesar Rentie","Oklahoma","OG",74.9,293,NA,5.06,30,26.5,100,5,NA,0,0,0
"6109",1988,"Michael Scott","Missouri","OG",76.6,277,NA,5.16,23,27,105,4.82,NA,0,0,0
"6110",1988,"Bob Sims","Florida","OG",75.5,269,NA,5.15,25,29,96,4.69,NA,0,0,0
"6111",1988,"Troy Wolkow","Minnesota","OG",74.9,269,NA,4.89,26,31.5,101,4.58,NA,0,0,0
"6112",1987,"Jeff Bregel","Southern California","OG",76.3,279,NA,5.4,20,28.5,108,4.63,NA,0,0,0
"6113",1987,"John Davis","Georgia Tech","OG",75.9,301,NA,5.53,21,21,NA,NA,NA,0,0,0
"6114",1987,"Randy Dixon","Pittsburgh","OG",75.6,292,NA,5.28,24,25,90,5.17,NA,0,0,0
"6115",1987,"Kevin Gogan","Washington","OG",79,310,NA,5.46,NA,20.5,88,4.88,NA,0,0,0
"6116",1987,"Paul Kiser","Wake Forest","OG",75.6,277,NA,5.11,NA,26,93,4.95,NA,0,0,0
"6117",1987,"Dan Morgan","Penn State","OG",78.3,288,NA,5.25,14,25,93,4.84,NA,0,0,0
"6118",1987,"Paul O'Connor","Miami (FL)","OG",75,279,NA,5.39,NA,24,93,4.62,NA,0,0,0
"6119",1987,"Todd Peat","Northern Illinois","OG",74,294,NA,5.37,18,26,100,4.92,NA,0,0,0
"6120",1987,"Phil Pettey","Missouri","OG",75.5,260,NA,5.27,17,23,100,4.54,NA,0,0,0
"6121",1987,"Mike Simmonds","Indiana State","OG",75.9,281,NA,5.28,27,25.5,99,4.55,NA,0,0,0
"6122",1987,"Tyrone Sorrells","Georgia Tech","OG",75.8,265,NA,4.82,18,30.5,114,5.05,NA,0,0,0
"6123",1987,"Wilbur Strozier","Georgia","OG",75.8,273,NA,NA,29,NA,NA,NA,NA,0,0,0
"6124",1987,"Steve Trapilo","Boston College","OG",76.5,284,NA,5.22,26,23.5,97,4.91,NA,0,0,0
"6125",1987,"Jeff Zimmerman","Florida","OG",75.4,341,NA,5.36,22,22.5,NA,4.83,NA,0,0,0
"6126",2019,"Nick Allegretti","Illinois","C",76.25,310,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6127",2019,"Kirk Barron","Purdue","C",73.875,309,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6128",2019,"Garrett Bradbury","North Carolina State","C",74.875,306,NA,4.92,34,31,104,4.53,7.41,0,0,0
"6129",2019,"Jesse Burkett","Stanford","C",76,303,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6130",2019,"Alec Eberle","Florida State","C",75.375,297,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6131",2019,"Justin Falcinelli","Clemson","C",76.25,309,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6132",2019,"Quin Ficklin","Utah State","C",74.625,295,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6133",2019,"Lamont Gaillard","Georgia","C",74.375,305,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6134",2019,"Tyler Gauthier","Miami (FL)","C",76,311,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6135",2019,"Michael Jordan","Ohio State","C",77.875,312,NA,5.27,19,32.5,116,4.71,7.71,0,0,0
"6136",2019,"Nick Linder","Indiana","C",75,307,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6137",2019,"Toa Lobendahn","Southern California","C",75.125,300,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6138",2019,"Erik McCoy","Texas A&M","C",75.875,303,NA,4.89,29,31,107,4.62,8.28,0,0,0
"6139",2019,"Sam Mustipher","Notre Dame","C",74.25,306,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6140",2019,"Javon Patterson","Mississippi","C",74.875,307,NA,5.13,27,27.5,98,4.78,7.72,0,0,0
"6141",2019,"Ross Pierschbacher","Alabama","C",75.625,308,NA,5.2,20,22.5,NA,4.7,7.83,0,0,0
"6142",2019,"Keegan Render","Iowa","C",75,305,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6143",2018,"Brian Allen","Michigan State","C",73.125,298,NA,5.34,27,26.5,99,4.71,7.81,0,0,0
"6144",2018,"Bradley Bozeman","Alabama","C",76.875,296,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6145",2018,"Evan Brown","Southern Methodist (TX)","C",74.5,302,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6146",2018,"Will Clapp","Louisiana State","C",76.5,311,NA,5.39,25,29,97,4.92,8.04,0,0,0
"6147",2018,"Mason Cole","Michigan","C",76.125,307,NA,5.23,23,23.5,104,4.78,7.77,0,0,0
"6148",2018,"James Daniels","Iowa","C",75.375,306,NA,NA,21,30.5,108,4.4,7.29,0,0,0
"6149",2018,"Austin Davis","Duke","C",75.875,301,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6150",2018,"Cam Dillard","North Carolina","C",74.875,302,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6151",2018,"Nico Falah","Southern California","C",75.75,301,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6152",2018,"Austin Golson","Auburn","C",76.75,304,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6153",2018,"J.C. Hassenauer","Alabama","C",74.5,302,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6154",2018,"Cory Helms","South Carolina","C",75.875,308,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6155",2018,"Alan Knott","South Carolina","C",75.75,291,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6156",2018,"Tejan Koroma","Brigham Young","C",72.125,298,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6157",2018,"Brad Lundblade","Oklahoma State","C",74.75,295,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6158",2018,"Brad North","Northwestern","C",74.125,292,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6159",2018,"Alex Officer","Pittsburgh","C",75,331,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6160",2018,"Billy Price","Ohio State","C",75.75,305,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6161",2018,"Scott Quessenberry","UCLA","C",75.625,310,NA,5.09,25,33.5,111,4.69,7.5,0,0,0
"6162",2018,"Frank Ragnow","Arkansas","C",77.125,312,NA,NA,26,NA,NA,NA,NA,0,0,0
"6163",2018,"Coleman Shelton","Washington","C",75.375,292,NA,5.24,NA,26.5,110,4.59,7.62,0,0,0
"6164",2018,"Coleman Thomas","Tennessee","C",77.75,322,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6165",2017,"Jamaal Clayborn","Mississippi State","C",75.75,316,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6166",2017,"Lucas Crowley","North Carolina","C",74.25,294,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6167",2017,"J.J. Dielman","Utah","C",76.75,309,NA,NA,27,NA,NA,4.84,NA,0,0,0
"6168",2017,"Pat Elflein","Ohio State","C",74.75,303,21,5.32,22,23.5,99,4.71,7.94,0,0,0
"6169",2017,"Kyle Fuller","Baylor","C",76.75,307,NA,5.24,23,26,96,4.84,7.71,0,0,0
"6170",2017,"Brian Gaia","Penn State","C",74.375,292,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6171",2017,"Eddie Gordon","Louisiana-Lafayette","C",73,310,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6172",2017,"Jay Guillermo","Clemson","C",75,298,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6173",2017,"Brandon Kublanow","Georgia","C",74,300,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6174",2017,"Derrick Nelson","Rutgers","C",74.875,298,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6175",2017,"Tyler Orlosky","West Virginia","C",75.125,298,NA,NA,24,NA,NA,3.89,NA,0,0,0
"6176",2017,"Ethan Pocic","Louisiana State","C",78,310,29,5.15,26,27,107,4.81,7.89,0,0,0
"6177",2017,"Chase Roullier","Wyoming","C",75.75,312,31,5.54,19,26.5,97,4.47,7.6,0,0,0
"6178",2017,"Joe Scelfo","North Carolina State","C",72.25,293,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6179",2017,"Michael Selby","Marshall (WV)","C",73.375,295,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6180",2017,"Joe Spencer","Illinois","C",74.375,289,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6181",2017,"Cameron Tom","Southern Mississippi","C",75.5,291,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6182",2017,"Jon Toth","Kentucky","C",76.875,307,NA,5.51,21,25.5,100,4.37,8.09,0,0,0
"6183",2017,"Michael Wilson","Oklahoma State","C",78,295,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6184",2016,"Jack Allen","Michigan State","C",73.25,294,NA,5.29,23,26.5,101,4.73,7.9,0,0,0
"6185",2016,"Austin Blythe","Iowa","C",74.125,298,NA,5.36,29,27.5,99,4.53,7.52,0,0,0
"6186",2016,"Evan Boehm","Missouri","C",74.125,302,NA,5.33,24,28.5,96,4.69,7.52,0,0,0
"6187",2016,"Jake Brendel","UCLA","C",76.125,303,NA,5.01,25,28,108,4.27,7.31,0,0,0
"6188",2016,"Ty Darlington","Oklahoma","C",74.75,294,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6189",2016,"Joey Hunt","Texas Christian","C",73.75,299,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6190",2016,"Jared Kaster","Texas Tech","C",74.875,296,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6191",2016,"Nick Martin","Notre Dame","C",76.125,299,NA,5.22,28,28,97,4.72,7.57,0,0,0
"6192",2016,"Mike Matthews","Texas A&M","C",73.625,297,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6193",2016,"Matt Skura","Duke","C",75.375,305,NA,5.39,27,24,103,4.76,7.89,0,0,0
"6194",2016,"Max Tuerk","Southern California","C",77,298,NA,NA,22,NA,NA,NA,NA,0,0,0
"6195",2015,"David Andrews","Georgia","C",74.125,294,NA,5.12,NA,NA,NA,NA,NA,0,0,0
"6196",2015,"Austin Barron","Florida State","C",75,293,NA,5.17,NA,NA,NA,NA,NA,0,0,0
"6197",2015,"Betim Bujari","Rutgers","C",75.5,298,NA,5.27,NA,NA,NA,NA,NA,0,0,0
"6198",2015,"Dillon Day","Mississippi State","C",75.375,305,NA,5.26,NA,NA,NA,NA,NA,0,0,0
"6199",2015,"Reese Dismukes","Auburn","C",74.75,296,NA,5.31,23,27.5,107,4.7,8.14,0,0,0
"6200",2015,"Nick Easton","Harvard","C",74.75,307,NA,5.15,NA,NA,NA,NA,NA,0,0,0
"6201",2015,"Cameron Erving","Florida State","C",77.5,313,NA,5.15,30,30.5,112,4.63,7.48,0,0,0
"6202",2015,"Tom Farniok","Iowa State","C",75.125,300,NA,5.27,NA,NA,NA,NA,NA,0,0,0
"6203",2015,"B.J. Finney","Kansas State","C",75.75,318,NA,5.25,20,24,99,4.76,NA,0,0,0
"6204",2015,"Andy Gallik","Boston College","C",74.375,306,NA,5.5,29,27,96,4.58,7.66,0,0,0
"6205",2015,"Max Garcia","Florida","C",76.125,309,NA,5.24,NA,NA,NA,NA,NA,0,0,0
"6206",2015,"Hroniss Grasu","Oregon","C",75,297,28,5.12,NA,NA,NA,NA,NA,0,0,0
"6207",2015,"Hroniss Grasu","Virginia Tech","C",75,297,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6208",2015,"Steven Gurrola","Arizona","C",73,291,NA,5.27,NA,NA,NA,NA,NA,0,0,0
"6209",2015,"Chris Jasperse","Marshall (WV)","C",75.375,297,NA,5.38,NA,NA,NA,NA,NA,0,0,0
"6210",2015,"Greg Mancz","Toledo","C",76.5,301,NA,5.08,NA,NA,NA,NA,NA,0,0,0
"6211",2015,"Shaquille Mason","Georgia Tech","C",73.75,310,NA,5.27,NA,NA,NA,NA,NA,0,0,0
"6212",2015,"Shane McDermott","Miami (FL)","C",75.5,302,NA,5.21,NA,NA,NA,NA,NA,0,0,0
"6213",2015,"David Peterson","San Jose State","C",75.5,295,NA,5.32,NA,NA,NA,NA,NA,0,0,0
"6214",2015,"Elliott Porter","Louisiana State","C",75.25,298,NA,5.16,NA,NA,NA,NA,NA,0,0,0
"6215",2015,"Austin Reiter","South Florida","C",74.875,300,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6216",2015,"Jake Smith","Louisville","C",75.375,309,NA,5.32,NA,NA,NA,NA,NA,0,0,0
"6217",2015,"Joe Townsend","Vanderbilt","C",75.5,308,NA,5.28,NA,NA,NA,NA,NA,0,0,0
"6218",2015,"Valerian Ume-Ezeoke","New Mexico State","C",74,305,NA,5.45,NA,NA,NA,NA,NA,0,0,0
"6219",2015,"Brandon Vitabile","Northwestern","C",73.75,304,NA,5.2,NA,NA,NA,NA,NA,0,0,0
"6220",2015,"Robert Waterman","Nevada Las Vegas","C",74,290,NA,5.23,NA,NA,NA,NA,NA,0,0,0
"6221",2014,"Matt Armstrong","","C",74.125,302,NA,5.36,NA,NA,NA,NA,NA,0,0,0
"6222",2014,"Luke Bowanko","Virginia","C",77.5,302,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6223",2014,"Jonotthan Harrison","Florida","C",75.5,304,NA,5.15,27,27,112,4.86,7.97,0,0,0
"6224",2014,"Gabe Ikard","Oklahoma","C",75.625,304,NA,5.13,22,26,102,4.37,7.3,0,0,0
"6225",2014,"Tyler Larsen","Utah State","C",75.625,313,NA,5.17,36,23.5,101,4.7,8.22,0,0,0
"6226",2014,"Corey Linsley","Ohio State","C",74.625,296,NA,5.24,36,27,NA,NA,NA,0,0,0
"6227",2014,"Marcus Martin","Southern California","C",75.375,320,NA,5.38,23,NA,NA,NA,NA,0,0,0
"6228",2014,"Matt Paradis","Boise State","C",74.625,306,NA,5.34,23,26,102,4.46,7.6,0,0,0
"6229",2014,"Demetrius Rhaney","Tennessee State","C",73.75,301,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6230",2014,"Weston Richburg","Colorado State","C",75.375,298,NA,5.1,25,25.5,104,4.63,7.93,0,0,0
"6231",2014,"James Stone","Tennessee","C",75.625,306,NA,5.17,22,27.5,104,4.63,8.16,0,0,0
"6232",2014,"Bryan Stork","Florida State","C",75.875,315,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6233",2014,"Travis Swanson","Arkansas","C",77,312,NA,5.28,20,26,93,4.65,7.73,0,0,0
"6234",2013,"Braxston Cave","Notre Dame","C",75.25,303,NA,5.33,NA,25.5,98,4.71,7.81,0,0,0
"6235",2013,"Khaled Holmes","Southern California","C",75.25,302,NA,NA,13,NA,NA,NA,NA,0,0,0
"6236",2013,"T.J. Johnson","South Carolina","C",76.25,310,NA,5.33,32,25.5,96,4.74,7.83,0,0,0
"6237",2013,"Barrett Jones","Alabama","C",76.5,306,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6238",2013,"Eric Kush","California (PA)","C",75.875,304,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6239",2013,"P.J. Lonergan","Louisiana State","C",75.25,304,NA,5.38,25,NA,NA,NA,NA,0,0,0
"6240",2013,"Joe Madsen","West Virginia","C",75.375,310,NA,5.2,25,25,98,4.83,7.6,0,0,0
"6241",2013,"Brian Schwenke","California","C",75,314,31,4.99,31,26.5,108,4.74,7.31,0,0,0
"6242",2013,"Matt Stankiewitch","Penn State","C",74.75,302,NA,5.43,27,24,92,4.96,7.9,0,0,0
"6243",2012,"Philip Blake","Baylor","C",74.75,311,NA,5.17,22,29.5,105,4.65,7.86,0,0,0
"6244",2012,"Michael Brewster","Ohio State","C",76.13,312,NA,5.22,29,25,96,4.6,7.73,0,0,0
"6245",2012,"Mike Brewster","Texas A&M","C",76.125,312,NA,5.35,29,25,96,4.6,7.73,0,0,0
"6246",2012,"Garth Gerhart","Arizona State","C",73.25,305,NA,5.38,25,30.5,96,4.65,7.63,0,0,0
"6247",2012,"Josh Harris","Auburn","C",73.125,252,NA,4.82,15,NA,NA,NA,NA,0,0,0
"6248",2012,"Ben Jones","Georgia","C",74.625,303,NA,5.35,29,30.5,105,4.74,7.95,0,0,0
"6249",2012,"Peter Konz","Wisconsin","C",77,314,NA,5.16,18,NA,NA,NA,NA,0,0,0
"6250",2012,"David Molk","Michigan","C",72.875,298,NA,5.18,41,NA,NA,NA,NA,0,0,0
"6251",2012,"Quentin Saulsberry","Mississippi State","C",74.375,304,NA,5.28,26,22,90,4.99,8.19,0,0,0
"6252",2012,"Jason Slowey","Western Oregon","C",74.5,303,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6253",2011,"Tim Barnes","Missouri","C",75.625,300,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6254",2011,"Ryan Bartholomew","Syracuse","C",73.125,302,NA,4.93,34,26.5,92,4.62,7.62,0,0,0
"6255",2011,"Brandon Fusco","Slippery Rock (PA)","C",76,306,NA,5.18,26,28.5,108,4.43,7.29,0,0,0
"6256",2011,"Jake Kirkpatrick","Texas Christian","C",73.875,300,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6257",2011,"Alex Linnenkohl","Oregon State","C",73.75,304,NA,5.36,24,26.5,89,4.62,7.67,0,0,0
"6258",2011,"Kris O'Dowd","Southern California","C",76.125,304,NA,5.12,31,32.5,105,4.59,7.67,0,0,0
"6259",2011,"Zane Taylor","Utah","C",74.5,309,NA,5.52,33,25.5,104,4.77,8.15,0,0,0
"6260",2011,"Zach Williams","Washington State","C",75,309,NA,5.18,28,30,103,4.62,7.54,0,0,0
"6261",2011,"Zack Williams","Maryland","C",75,309,NA,5.27,28,30,103,4.62,7.54,0,0,0
"6262",2011,"Stefen Wisniewski","Penn State","C",75,313,NA,5.29,30,28.5,100,4.63,7.51,0,0,0
"6263",2010,"Jeff Byers","Southern California","C",75.375,301,NA,5.04,33,NA,NA,NA,NA,0,0,0
"6264",2010,"Erik Cook","New Mexico","C",78,318,NA,5.55,19,25,94,4.99,8.24,0,0,0
"6265",2010,"Joe Hawley","Nevada Las Vegas","C",75.25,297,NA,5.21,35,26,105,4.73,7.5,0,0,0
"6266",2010,"Ted Larsen","North Carolina State","C",74.625,304,NA,5.19,26,24,96,4.66,7.81,0,0,0
"6267",2010,"Kevin Matthews","Texas A&M","C",75.5,298,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6268",2010,"Eric Olsen","Notre Dame","C",75.875,306,NA,5.25,35,29.5,93,4.82,7.5,0,0,0
"6269",2010,"Reggie Stephens","Iowa State","C",75,314,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6270",2010,"Matt Tennant","Boston College","C",76.625,300,NA,5.15,27,25,98,4.62,7.6,0,0,0
"6271",2010,"J.D. Walton","Baylor","C",74.625,300,NA,5.19,24,27,101,4.69,7.6,0,0,0
"6272",2009,"Rob Bruggeman","Iowa","C",76,293,NA,5.05,30,NA,NA,NA,NA,0,0,0
"6273",2009,"Antoine Caldwell","Alabama","C",75.25,309,NA,5.24,23,28,111,5.04,7.96,0,0,0
"6274",2009,"Jon Cooper","Oklahoma","C",73.875,291,NA,5.09,31,29.5,105,4.6,7.46,0,0,0
"6275",2009,"Robby Felix","Texas-El Paso","C",75.25,302,NA,5.2,33,29,97,4.73,7.96,0,0,0
"6276",2009,"Alex Fletcher","Stanford","C",74.25,297,NA,5.39,30,28,96,4.65,7.78,0,0,0
"6277",2009,"Brett Helms","Louisiana State","C",74,286,NA,5.36,25,NA,NA,NA,NA,0,0,0
"6278",2009,"Jonathan Luigs","Arkansas","C",75.625,301,NA,5.14,26,31,99,4.79,7.69,0,0,0
"6279",2009,"Blake Schlueter","Texas Christian","C",74.375,290,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6280",2009,"A.Q. Shipley","Penn State","C",73.125,304,NA,5.19,33,31,100,4.4,7.46,0,0,0
"6281",2009,"Edwin Williams","Maryland","C",74.25,308,NA,5.4,22,28.5,99,4.98,8.15,0,0,0
"6282",2008,"Marcus Coleman","Wisconsin","C",77.25,306,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6283",2008,"Steve Justice","Wake Forest","C",75.375,293,NA,5.27,23,21,98,4.58,7.4,0,0,0
"6284",2008,"Doug Legursky","Marshall (WV)","C",75,312,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6285",2008,"Kory Lichtensteiger","Bowling Green (OH)","C",74.25,298,NA,5.28,NA,23,104,4.56,7.6,0,0,0
"6286",2008,"Mike Pollak","Arizona State","C",75.5,301,NA,5.05,29,25,110,4.47,7.49,0,0,0
"6287",2008,"Jamey Richard","Buffalo","C",76.75,295,NA,5.27,22,26.5,107,4.69,7.58,0,0,0
"6288",2008,"Matt Spanos","Southern California","C",77,317,NA,5.53,NA,22.5,104,4.92,7.9,0,0,0
"6289",2008,"Cody Wallace","Texas A&M","C",76.3,296,NA,5.32,26,30.5,113,4.55,7.45,0,0,0
"6290",2007,"Kyle Cook","Michigan State","C",75.625,291,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6291",2007,"Doug Datish","Ohio State","C",76.13,302,NA,5.15,31,26,102,4.65,7.51,0,0,0
"6292",2007,"Mike Elgin","Iowa","C",75.125,291,NA,NA,NA,NA,NA,NA,NA,0,0,0
"6293",2007,"Dustin Fry","Clemson","C",74.63,314,NA,5.41,34,NA,NA,NA,NA,0,0,0
"6294",2007,"Leroy Harris","North Carolina State","C",74.5,302,NA,5.36,29,24.5,96,4.8,8,0,0,0
"6295",2007,"Enoka Lucas","Oregon","C",74.625,303,NA,5.55,34,27.5,104,4.84,8.1,0,0,0
"6296",2007,"Drew Mormino","Central Michigan","C",75.25,299,NA,5.33,27,28,105,4.53,7.48,0,0,0
"6297",2007,"Dan Mozes","West Virginia","C",74.63,293,NA,5.4,28,25.5,101,4.84,7.98,0,0,0
"6298",2007,"Samson Satele","Hawaii","C",74.625,300,NA,5.26,25,33,101,4.29,7.47,0,0,0
"6299",2007,"Scott Stephenson","Iowa State","C",75.25,297,NA,5.23,21,29.5,99,4.57,7.62,0,0,0
"6300",2006,"Chris Chester","Oklahoma","C",75.375,303,NA,4.91,27,31.5,106,4.5,7.31,0,0,0
"6301",2006,"Mike Degory","Florida","C",77.5,305,NA,5.45,24,26,98,4.67,8.03,0,0,0
"6302",2006,"Greg Eslinger","Minnesota","C",75.13,292,NA,5.18,28,30,101,4.68,7.59,0,0,0
"6303",2006,"Todd Londot","Miami (OH)","C",77.25,305,NA,NA,NA,NA,NA,NA,NA,0,0,0
