"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"1163",2006,"WAS",5,153,"MontAn20",42,14,5.33333333333333,"Anthony Montgomery","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",2007,"DEN",3,70,"HarrRy20",114,38,5.33333333333333,"Ryan Harris","OL","Notre Dame",76.5,305,NA,5.11,22,25.5,100,4.52,7.78,NA,NA
"1165",2007,"CIN",6,187,"ToeaMa99",36,12,5.33333333333333,"Matt Toeaina","DL","Oregon",74,307,NA,5.1,26,NA,NA,NA,NA,NA,NA
"1166",2008,"NYJ",1,30,"KellDu00",72,24,5.33333333333333,"Dustin Keller","TE","Purdue",74.13,242,NA,4.57,26,38,131,4.14,6.88,NA,NA
"1167",2008,"MIA",6,195,"ThomDo26",45,15,5.33333333333333,"Donald Thomas","OL","Connecticut",75.375,303,NA,5.08,28,24.5,100,4.78,7.45,NA,NA
"1168",2009,"PIT",7,226,"ShipA.20",105,35,5.33333333333333,"A.Q. Shipley","OL","Penn State",73.125,304,NA,5.19,33,31,100,4.4,7.46,NA,NA
"1169",2010,"IND",2,63,"AngePa99",54,18,5.33333333333333,"Pat Angerer","LB","Iowa",72.25,235,NA,4.71,26,35,110,4.29,7.04,NA,NA
"1170",2010,"TEN",6,176,"SmitRu01",3,1,5.33333333333333,"Rusty Smith","QB","Florida Atlantic",77,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",2011,"HOU",2,42,"ReedBr00",129,43,5.33333333333333,"Brooks Reed","LB","Arizona",74.5,263,NA,4.65,30,30.5,113,4.28,7.11,NA,NA
"1172",2012,"KC",2,44,"AlleJe01",84,28,5.33333333333333,"Jeff Allen","OL","Illinois",75.875,307,NA,5.17,26,27.5,102,4.9,8.01,NA,NA
"1173",2013,"HOU",2,57,"SweaDJ00",99,33,5.33333333333333,"D.J. Swearinger","DB","South Carolina",70.5,208,28,4.67,17,37,124,4.11,6.7,NA,NA
"1174",2013,"BAL",4,129,"SimoJo01",81,27,5.33333333333333,"John Simon","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",2014,"CLE",1,22,"ManzJo00",15,5,5.33333333333333,"Johnny Manziel","QB","Texas A&M",71.75,207,32,4.68,NA,31.5,112,4.03,6.75,NA,NA
"1176",2016,"PIT",2,58,"DaviSe00",48,16,5.33333333333333,"Sean Davis","DB","Maryland",73,201,NA,4.46,21,37.5,126,3.97,6.64,NA,NA
"1177",2016,"CIN",3,87,"VigiNi00",54,18,5.33333333333333,"Nick Vigil","LB","Utah State",74.375,239,NA,4.72,NA,31.5,115,4,6.73,NA,NA
"1178",2016,"WAS",5,152,"IoanMa01",54,18,5.33333333333333,"Matthew Ioannidis","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",2016,"WAS",6,187,"SudfNa00",3,1,5.33333333333333,"Nate Sudfeld","QB","Indiana",78.125,234,NA,NA,NA,29,105,NA,NA,NA,NA
"1180",2016,"PHI",7,233,"MillJa02",48,16,5.33333333333333,"Jalen Mills","DB","Louisiana State",72,191,NA,4.61,16,37,123,4,6.86,NA,NA
"1181",2017,"GB",2,33,"KingKe01",30,10,5.33333333333333,"Kevin King","DB","Washington",75.25,200,NA,4.43,11,39.5,NA,3.89,6.56,NA,NA
"1182",2017,"CLE",2,52,"KizeDe00",18,6,5.33333333333333,"DeShone Kizer","QB","Notre Dame",76.125,233,28,4.83,NA,30.5,107,4.53,7.4,NA,NA
"1183",2017,"DEN",5,145,"ButtJa00",3,1,5.33333333333333,"Jake Butt","TE","Michigan",77.125,246,32,NA,NA,NA,NA,NA,NA,NA,NA
"1184",2018,"TB",2,63,"DaviCa02",27,9,5.33333333333333,"Carlton Davis","DB","Auburn",73,203,NA,4.53,16,34,124,NA,NA,NA,NA
"1185",2018,"HOU",4,103,"CoutKe00",15,5,5.33333333333333,"Keke Coutee","WR","Texas Tech",69.75,181,NA,4.43,14,34.5,113,4.15,6.93,NA,NA
"1186",2018,"TEN",6,199,"FalkLu00",3,1,5.33333333333333,"Luke Falk","QB","Washington State",75.625,215,NA,NA,NA,26.5,103,NA,NA,NA,NA
"1187",2018,"DAL",7,236,"ScarBo01",6,2,5.33333333333333,"Bo Scarbrough","RB","Alabama",73.375,228,NA,4.52,14,40,129,4.34,NA,NA,NA
"1188",2019,"WAS",1,15,"HaskDw00",9,3,5.33333333333333,"Dwayne Haskins","QB","Ohio State",75.375,231,NA,5.04,NA,28.5,NA,NA,NA,NA,NA
"1189",2019,"IND",2,34,"Ya-SRo00",15,5,5.33333333333333,"Rock Ya-Sin","DB","Temple",71.75,192,NA,4.51,18,39.5,120,4.31,7.31,NA,NA
"1190",2019,"CLE",2,46,"WillGr00",12,4,5.33333333333333,"Greedy Williams","DB","Louisiana State",73.625,182,NA,4.37,NA,NA,NA,NA,NA,NA,NA
"1191",2019,"LAR",2,61,"RappTa00",15,5,5.33333333333333,"Taylor Rapp","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",2019,"CIN",4,104,"FinlRy00",3,1,5.33333333333333,"Ryan Finley","QB","North Carolina State",76,213,NA,4.73,NA,30.5,116,4.2,7.2,NA,NA
"1193",2009,"TEN",3,89,"CookJa02",163,54,5.30061349693251,"Jared Cook","TE","South Carolina",77,246,NA,4.49,23,41,123,NA,NA,2,NA
"1194",2010,"JAX",1,10,"AluaTy99",157,52,5.29936305732484,"Tyson Alualu","DL","California",74.375,295,NA,4.87,21,35.5,116,4.43,7.15,NA,NA
"1195",2001,"BUF",3,76,"EdwaRo20",139,46,5.29496402877698,"Ron Edwards","DL","Texas A&M",75.3,293,NA,4.84,NA,NA,NA,NA,NA,NA,NA
"1196",2004,"HOU",1,10,"RobiDu20",139,46,5.29496402877698,"Dunta Robinson","DB","South Carolina",70.6,186,NA,4.35,15,36,120,3.75,6.97,NA,NA
"1197",2005,"DAL",2,42,"BurnKe20",136,45,5.29411764705882,"Kevin Burnett","LB","Tennessee",74.875,239,NA,4.61,20,36,119,NA,NA,NA,1
"1198",2009,"BAL",3,88,"WebbLa99",127,42,5.29133858267717,"Lardarius Webb","DB","Nicholls State (LA)",69.75,179,NA,4.35,15,36.5,121,4.1,6.77,NA,1
"1199",2004,"NO",2,50,"HendDe00",124,41,5.29032258064516,"Devery Henderson","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",2005,"DAL",1,20,"SpeaMa21",124,41,5.29032258064516,"Marcus Spears","DL","Louisiana State",76,307,NA,5.03,15,NA,NA,NA,NA,NA,NA
"1201",2000,"OAK",2,47,"PortJe00",115,38,5.28695652173913,"Jerry Porter","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202",2007,"NE",1,24,"MeriBr99",112,37,5.28571428571429,"Brandon Meriweather","DB","Miami (FL)",70.625,195,NA,4.5,11,35,111,4.33,7.06,2,NA
"1203",2004,"CHI",3,78,"BerrBe00",109,36,5.28440366972477,"Bernard Berrian","WR","Frenso State (CA)",73,183,NA,4.58,NA,38,128,4.18,7.34,NA,NA
"1204",2013,"NE",3,83,"RyanLo00",109,36,5.28440366972477,"Logan Ryan","DB","Rutgers",71.125,191,NA,4.56,14,32.5,116,4.06,6.69,NA,NA
"1205",2009,"IND",3,92,"PoweJe99",100,33,5.28,"Jerraud Powers","DB","Auburn",69.125,188,NA,4.51,15,36.5,122,4.08,7.09,NA,NA
"1206",2010,"PHI",2,37,"AlleNa99",100,33,5.28,"Nate Allen","DB","South Florida",72.5,207,NA,4.5,16,NA,NA,NA,NA,NA,NA
"1207",2011,"TEN",2,39,"AyerAk00",97,32,5.27835051546392,"Akeem Ayers","LB","UCLA",74.5,254,NA,4.81,18,31,116,4.28,7.49,NA,NA
"1208",2012,"DAL",1,6,"ClaiMo00",85,28,5.27058823529412,"Morris Claiborne","DB","Louisiana State",71.125,188,4,4.5,NA,34.5,118,4.12,7.01,NA,NA
"1209",2014,"MIN",7,220,"StepSh00",82,27,5.26829268292683,"Shamar Stephen","DL","Connecticut",76.875,309,NA,5.25,25,30.5,102,NA,NA,NA,NA
"1210",2002,"HOU",2,33,"GaffJa00",158,52,5.26582278481013,"Jabar Gaffney","WR","Florida",73.1,193,NA,4.56,NA,NA,NA,4.06,6.87,NA,NA
"1211",2000,"DAL",6,180,"EdwaMa20",73,24,5.26027397260274,"Mario Edwards","DB","Florida State",72.1,191,NA,4.46,32,32.5,120,4.55,7.44,NA,NA
"1212",2011,"SF",7,239,"PersMi00",73,24,5.26027397260274,"Michael Person","OL","Montana State",76.5,299,NA,5.07,21,28,108,4.5,7.44,NA,NA
"1213",2006,"SF",1,6,"DaviVe00",198,65,5.25252525252525,"Vernon Davis","TE","Maryland",75.25,254,NA,4.39,33,42,128,4.17,7,2,1
"1214",2000,"ARI",2,41,"ThomRa23",64,21,5.25,"Raynoch Thompson","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",2000,"CAR",7,221,"TownLe20",61,20,5.24590163934426,"Lester Towns","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216",2002,"OAK",1,17,"BuchPh20",122,40,5.24590163934426,"Phillip Buchanon","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",2009,"TB",3,81,"MillRo99",119,39,5.2436974789916,"Roy Miller","DL","Texas",73.25,310,NA,4.95,36,32,103,4.74,8.01,NA,NA
"1218",2012,"WAS",4,119,"RobiKe01",58,19,5.24137931034483,"Keenan Robinson","LB","Texas",75.125,242,NA,4.72,27,35.5,120,NA,NA,NA,NA
"1219",2004,"CLE",2,59,"JoneSe20",107,35,5.23364485981308,"Sean Jones","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",2002,"CLE",4,111,"TaylBe20",49,16,5.22448979591837,"Ben Taylor","LB","Virginia Tech",73.9,236,NA,4.79,19,35.5,116,4.09,6.56,NA,NA
"1221",2008,"CAR",3,67,"GodfCh99",95,31,5.22105263157895,"Charles Godfrey","DB","Iowa",71.75,207,NA,4.48,14,32.5,121,4.4,7.28,NA,NA
"1222",2003,"OAK",1,32,"BrayTy20",141,46,5.21985815602837,"Tyler Brayton","DL","Colorado",78.1,277,NA,4.78,25,34,116,4.24,7.13,NA,NA
"1223",2002,"CLE",1,16,"GreeWi01",46,15,5.21739130434783,"William Green","RB","Boston College",72.3,221,NA,4.65,27,42,121,NA,NA,NA,NA
"1224",2004,"ARI",4,100,"StepAl20",46,15,5.21739130434783,"Alex Stepanovich","OL","Ohio State",75.4,304,NA,5.26,NA,25.5,96,4.44,7.64,NA,NA
"1225",2013,"ARI",1,7,"CoopJo01",46,15,5.21739130434783,"Jonathan Cooper","OL","North Carolina",74.125,311,34,5.07,35,27,108,4.84,7.78,NA,NA
"1226",2014,"NYJ",1,18,"PryoCa00",46,15,5.21739130434783,"Calvin Pryor","DB","Louisville",71.125,207,NA,4.58,18,34.5,115,NA,NA,NA,NA
"1227",2017,"SF",1,3,"ThomSo00",46,15,5.21739130434783,"Solomon Thomas","DL","Stanford",74.75,273,24,4.69,30,35,126,4.58,6.95,NA,NA
"1228",2006,"MIN",2,48,"GrifCe20",89,29,5.21348314606742,"Cedric Griffin","DB","Texas",72.13,199,NA,4.54,17,35.5,125,4.1,6.84,NA,NA
"1229",2007,"ARI",5,142,"BreaSt00",86,28,5.2093023255814,"Steve Breaston","WR","Michigan",72.38,193,NA,4.48,NA,33,124,4.29,6.9,NA,NA
"1230",2014,"DET",1,10,"EbroEr00",83,27,5.20481927710843,"Eric Ebron","TE","North Carolina",76.375,250,16,4.6,24,32,120,NA,NA,1,NA
"1231",2002,"PIT",3,94,"HopeCh21",163,53,5.20245398773006,"Chris Hope","DB","Florida State",71.6,210,NA,4.56,28,NA,112,NA,NA,NA,NA
"1232",2000,"SF",7,212,"RattTi00",40,13,5.2,"Tim Rattay","QB","Louisiana Tech",72.5,215,27,4.93,NA,25.5,100,4.21,7.34,NA,NA
"1233",2003,"DET",5,144,"DaviJa24",40,13,5.2,"James Davis","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",2006,"CIN",3,91,"RuckFr99",157,51,5.19745222929936,"Frostee Rucker","DL","Southern California",75.25,267,NA,4.94,NA,29.5,110,NA,NA,NA,NA
"1235",2004,"WAS",3,81,"CoolCh00",117,38,5.1965811965812,"Chris Cooley","TE","Utah State",75.5,265,NA,4.86,22,33,115,4.19,7.21,2,NA
"1236",2015,"NO",5,154,"DaviTy01",77,25,5.19480519480519,"Tyeler Davison","DL","Frenso State (CA)",73.625,316,NA,5.18,32,33,105,4.46,7.53,NA,NA
"1237",2001,"TEN",4,124,"McCaJu00",114,37,5.19298245614035,"Justin McCareins","WR","Northern Illinois",73.8,209,NA,4.46,NA,41,129,3.99,7.06,NA,NA
"1238",2003,"MIA",6,213,"BellYe20",142,46,5.1830985915493,"Yeremiah Bell","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",2012,"CIN",5,167,"IlokGe00",99,32,5.17171717171717,"George Iloka","DB","Boise State",75.625,225,NA,4.6,20,34.5,124,4.03,7.03,NA,NA
"1240",2002,"DET",3,68,"GoodAn20",127,41,5.16535433070866,"Andre' Goodman","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",2000,"BAL",3,75,"RedmCh00",31,10,5.16129032258065,"Chris Redman","QB","Louisville",74.8,222,16,5.37,NA,26.5,98,4.78,7.8,NA,NA
"1242",2012,"NYJ",1,16,"CoplQu00",62,20,5.16129032258065,"Quinton Coples","DL","North Carolina",77.75,284,NA,4.69,25,31.5,109,4.78,7.57,NA,NA
"1243",2016,"BAL",4,104,"YounTa01",31,10,5.16129032258065,"Tavon Young","DB","Temple",69.125,183,NA,4.46,9,34.5,118,3.93,6.8,NA,NA
"1244",2018,"CIN",3,77,"HubbSa00",31,10,5.16129032258065,"Sam Hubbard","DL","Ohio State",77.375,270,NA,NA,NA,35,116,4.32,6.84,NA,NA
"1245",2005,"NYG",2,43,"WebsCo20",121,39,5.15702479338843,"Corey Webster","DB","Louisiana State",72.125,199,NA,4.51,9,NA,NA,NA,NA,NA,NA
"1246",2010,"GB",3,71,"BurnMo99",121,39,5.15702479338843,"Morgan Burnett","DB","Georgia Tech",73.375,209,NA,4.51,16,NA,NA,NA,NA,NA,NA
"1247",2006,"OAK",1,7,"HuffMi20",118,38,5.15254237288136,"Michael Huff","DB","Texas",72,204,NA,4.37,21,40.5,125,NA,NA,NA,NA
"1248",2011,"BUF",2,34,"WillAa00",59,19,5.15254237288136,"Aaron Williams","DB","Texas",71.875,204,NA,4.55,18,37.5,127,4.07,6.72,NA,NA
"1249",2012,"IND",2,34,"FleeCo00",87,28,5.14942528735632,"Coby Fleener","TE","Stanford",78,247,NA,4.52,27,NA,NA,NA,NA,NA,NA
"1250",2012,"DEN",3,67,"HillRo00",56,18,5.14285714285714,"Ronnie Hillman","RB","San Diego State",68.75,200,NA,4.42,17,37,NA,NA,NA,NA,NA
"1251",2018,"JAX",3,93,"HarrRo02",28,9,5.14285714285714,"Ronnie Harrison","DB","Alabama",74,214,NA,NA,NA,34,120,NA,NA,NA,NA
"1252",2005,"SEA",1,26,"SpenCh21",137,44,5.13868613138686,"Chris Spencer","OL","Mississippi",74.875,309,NA,5.24,26,29,104,4.59,8.06,NA,NA
"1253",2012,"CAR",2,40,"SilaAm00",53,17,5.13207547169811,"Amini Silatolu","OL","Midwestern State (TX)",75.625,311,NA,5.33,28,31.5,107,4.87,7.95,NA,NA
"1254",2010,"NE",2,62,"SpikBr99",78,25,5.12820512820513,"Brandon Spikes","LB","Florida",74.875,249,NA,5.05,NA,29,111,NA,6.97,NA,NA
"1255",2014,"KC",1,23,"FordDe00",78,25,5.12820512820513,"Dee Ford","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",2010,"KC",5,136,"LewiKe00",103,33,5.12621359223301,"Kendrick Lewis","DB","Mississippi",71.625,198,NA,4.73,16,31.5,116,4.33,6.88,NA,NA
"1257",2014,"HOU",2,33,"Sua-Xa00",75,24,5.12,"Xavier Su'a-Filo","OL","UCLA",76.125,307,NA,5.04,25,25,101,4.44,7.6,NA,NA
"1258",2000,"CAR",6,182,"JameJe20",94,30,5.1063829787234,"Jeno James","OL","Auburn",75.1,320,NA,5.66,24,25.5,94,5.22,8.51,NA,NA
"1259",2001,"ARI",7,202,"HillRe20",141,45,5.1063829787234,"Renaldo Hill","DB","Michigan State",71,178,NA,4.59,10,35.5,116,4.18,7.07,NA,NA
"1260",2009,"PIT",1,32,"HoodEv99",141,45,5.1063829787234,"Evander Hood","DL","Missouri",74.88,300,NA,4.83,34,33,108,4.55,7.5,NA,NA
"1261",2015,"KC",4,118,"WilsRa00",47,15,5.1063829787234,"Ramik Wilson","LB","Georgia",73.75,237,NA,4.77,23,35,111,4.51,NA,NA,NA
"1262",2016,"CIN",4,122,"BillAn00",47,15,5.1063829787234,"Andrew Billings","DL","Baylor",72.625,311,NA,5.05,31,27.5,113,4.82,8.05,NA,NA
"1263",2015,"CLE",1,19,"ErviCa00",69,22,5.10144927536232,"Cameron Erving","OL","Florida State",77.5,313,NA,5.15,30,30.5,112,4.63,7.48,NA,NA
"1264",2010,"ATL",4,117,"HawlJo20",91,29,5.0989010989011,"Joe Hawley","OL","Nevada Las Vegas",75.25,297,NA,5.21,35,26,105,4.73,7.5,NA,NA
"1265",2001,"WAS",4,109,"RoseSa00",44,14,5.09090909090909,"Sage Rosenfels","QB","Iowa State",76.4,228,32,4.77,NA,34,107,4.29,7.07,NA,NA
"1266",2002,"CLE",3,76,"FowlMe20",88,28,5.09090909090909,"Melvin Fowler","OL","Maryland",75,300,NA,5.46,32,27,99,4.6,7.51,NA,NA
"1267",2006,"ATL",3,79,"NorwJe00",66,21,5.09090909090909,"Jerious Norwood","RB","Mississippi State",71.625,210,NA,4.4,15,36.5,122,4.25,6.81,NA,NA
"1268",2009,"IND",1,27,"BrowDo00",88,28,5.09090909090909,"Donald Brown","RB","Connecticut",70.25,210,NA,4.46,NA,41.5,125,4.1,6.93,NA,NA
"1269",2009,"NYG",4,129,"BrowAn03",22,7,5.09090909090909,"Andre Brown","RB","North Carolina State",72.125,224,NA,4.37,24,37,115,4.33,7.35,NA,NA
"1270",2013,"WAS",5,154,"ThomCh03",66,21,5.09090909090909,"Chris Thompson","RB","Florida State",67.125,192,NA,4.42,21,NA,NA,NA,NA,NA,NA
"1271",2004,"MIA",6,174,"HadnRe20",129,41,5.08527131782946,"Rex Hadnot","OL","Houston",74.1,323,NA,5.51,27,24.5,91,4.66,7.94,NA,NA
"1272",2002,"HOU",3,66,"WearFr21",63,20,5.07936507936508,"Fred Weary","OL","Tennessee",76.4,308,NA,5.39,34,32,100,4.63,7.68,NA,NA
"1273",2004,"GB",6,179,"WillCo21",126,40,5.07936507936508,"Corey Williams","DL","Arkansas State",76,313,NA,5.18,25,28,NA,4.55,7.97,NA,NA
"1274",2007,"SEA",2,55,"WilsJo99",126,40,5.07936507936508,"Josh Wilson","DB","Maryland",69.25,189,NA,4.42,20,36.5,120,4.43,7.07,NA,NA
"1275",2011,"CHI",3,93,"ContCh00",104,33,5.07692307692308,"Chris Conte","DB","California",74.375,197,NA,4.52,18,35.5,127,4.19,7.01,NA,NA
"1276",2011,"SEA",7,242,"SmitMa02",104,33,5.07692307692308,"Malcolm Smith","LB","Southern California",72.25,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",2008,"DAL",6,167,"WaldEr99",145,46,5.07586206896552,"Erik Walden","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",2006,"BUF",4,105,"SimpKo20",41,13,5.07317073170732,"Ko Simpson","DB","South Carolina",73,209,NA,4.45,11,40.5,122,4.17,7.09,NA,NA
"1279",2014,"NYJ",6,209,"EnunQu00",41,13,5.07317073170732,"Quincy Enunwa","WR","Nebraska",74,225,NA,4.41,19,NA,NA,NA,NA,NA,NA
"1280",2016,"TB",1,11,"HargVe00",41,13,5.07317073170732,"Vernon Hargreaves","DB","Florida",70.5,204,NA,4.5,15,39,130,3.98,NA,NA,NA
"1281",2004,"JAX",1,9,"WillRe00",79,25,5.06329113924051,"Reggie Williams","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",2003,"IND",2,58,"DossMi20",57,18,5.05263157894737,"Mike Doss","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",2009,"BAL",2,57,"KrugPa99",114,36,5.05263157894737,"Paul Kruger","DL","Utah",76.25,263,NA,4.83,24,32.5,108,4.47,7.52,NA,NA
"1284",2010,"OAK",4,108,"FordJa01",38,12,5.05263157894737,"Jacoby Ford","WR","Clemson",68.875,186,NA,4.22,15,33.5,115,4.44,7,NA,NA
"1285",2012,"SD",2,49,"ReyeKe00",76,24,5.05263157894737,"Kendall Reyes","DL","Connecticut",76.125,299,NA,4.82,36,34.5,113,4.53,7.43,NA,NA
"1286",2017,"CAR",2,40,"SamuCu00",38,12,5.05263157894737,"Curtis Samuel","WR","Ohio State",71,196,22,4.31,18,37,119,4.33,7.09,NA,NA
"1287",2018,"LAC",4,119,"WhitKy00",19,6,5.05263157894737,"Kyzir White","DB","West Virginia",73.875,216,NA,NA,21,35.5,113,NA,NA,NA,NA
"1288",2018,"NE",5,143,"BentJa00",19,6,5.05263157894737,"Ja'Whaun Bentley","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",2002,"IND",2,42,"TripLa20",92,29,5.04347826086957,"Larry Tripplett","DL","Washington",73.8,305,NA,4.95,NA,30,100,4.35,NA,NA,NA
"1290",2010,"PIT",2,52,"WoriJa99",73,23,5.04109589041096,"Jason Worilds","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",2007,"GB",2,63,"JackBr00",54,17,5.03703703703704,"Brandon Jackson","RB","Nebraska",69.875,210,NA,4.56,21,37,122,4.14,7,NA,NA
"1292",2013,"STL",5,160,"StacZa00",35,11,5.02857142857143,"Zac Stacy","RB","Vanderbilt",68.375,216,NA,4.55,27,33,122,4.17,6.7,NA,NA
"1293",2017,"WAS",4,123,"NichMo00",35,11,5.02857142857143,"Montae Nicholson","DB","Michigan State",73.625,212,NA,4.42,NA,35,125,4.19,NA,NA,NA
"1294",2013,"CHI",2,50,"BostJo00",86,27,5.02325581395349,"Jonathan Bostic","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",2016,"NO",1,12,"RankSh00",51,16,5.01960784313725,"Sheldon Rankins","DL","Louisville",73.125,299,NA,5.03,28,34.5,118,4.59,7.44,NA,NA
"1296",2004,"IND",6,193,"SorgJi00",16,5,5,"Jim Sorgi","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",2004,"KC",7,231,"SampKe20",16,5,5,"Kevin Sampson","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",2005,"MIA",2,46,"RothMa20",96,30,5,"Matt Roth","DL","Iowa",75.75,278,NA,4.83,26,32,110,4.36,7.65,NA,NA
"1299",2005,"JAX",5,157,"SensGe20",112,35,5,"Gerald Sensabaugh","DB","North Carolina",72.5,214,NA,4.48,17,46,113,NA,NA,NA,NA
"1300",2005,"SF",7,215,"HollDa22",32,10,5,"Daven Holly","DB","Cincinnati",70.375,192,NA,4.44,15,39,113,4.08,7.16,NA,NA
"1301",2010,"BAL",5,157,"JoneAr22",64,20,5,"Arthur Jones","DL","Syracuse",75.25,301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",2017,"TB",3,107,"BeckKe00",16,5,5,"Kendell Beckwith","LB","Louisiana State",74.125,243,NA,NA,20,NA,NA,NA,NA,NA,NA
"1303",2019,"MIA",1,13,"WilkCh00",16,5,5,"Christian Wilkins","DL","Clemson",75.25,311,NA,5.04,28,29.5,107,4.55,NA,NA,NA
"1304",2019,"NYG",1,30,"BakeDe00",16,5,5,"Deandre Baker","DB","Georgia",71.125,193,NA,4.52,14,NA,118,NA,NA,NA,NA
"1305",2019,"ARI",2,33,"MurpBy00",16,5,5,"Byron Murphy","DB","Washington",71.125,190,NA,4.55,14,36.5,120,NA,NA,NA,NA
"1306",2019,"TB",2,39,"BuntSe00",16,5,5,"Sean Bunting","DB","Central Michigan",72.375,195,NA,4.42,14,41.5,126,NA,NA,NA,NA
"1307",2019,"CIN",3,72,"PratGe00",16,5,5,"Germaine Pratt","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",2019,"CHI",3,73,"MontDa01",16,5,5,"David Montgomery","RB","Iowa State",70.125,222,NA,4.63,15,28.5,121,NA,NA,NA,NA
"1309",2002,"OAK",5,147,"ColeKe20",141,44,4.99290780141844,"Kenyon Coleman","DL","UCLA",76.9,284,NA,4.97,32,NA,NA,NA,NA,NA,NA
"1310",2006,"DET",1,9,"SimsEr20",109,34,4.99082568807339,"Ernie Sims","LB","Florida State",71.13,231,NA,4.56,25,41,125,4.22,7.31,NA,NA
"1311",2001,"ATL",4,102,"StewMa21",93,29,4.98924731182796,"Matt Stewart","LB","Vanderbilt",75.6,236,NA,4.75,23,37,117,4.2,7.08,NA,NA
"1312",2002,"BAL",6,207,"TaylCh01",151,47,4.98013245033113,"Chester Taylor","RB","Toledo",70.8,213,NA,4.64,22,33,111,NA,NA,NA,NA
"1313",2001,"ARI",5,133,"FataMa20",45,14,4.97777777777778,"Mario Fatafehi","DL","Kansas State",73.9,295,NA,5.27,NA,NA,NA,NA,NA,NA,NA
"1314",2002,"STL",2,64,"FishTr20",90,28,4.97777777777778,"Travis Fisher","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",2017,"DAL",6,191,"WoodXa00",45,14,4.97777777777778,"Xavier Woods","DB","Louisiana Tech",70.75,197,NA,4.54,19,33.5,122,4.13,6.72,NA,NA
"1316",2017,"CAR",7,233,"ButkHa00",45,14,4.97777777777778,"Harrison Butker","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",2013,"WAS",2,51,"AmerDa00",74,23,4.97297297297297,"David Amerson","DB","North Carolina State",73,205,NA,4.44,15,35.5,127,NA,NA,NA,NA
"1318",2001,"PHI",4,121,"BuckCo00",103,32,4.97087378640777,"Correll Buckhalter","RB","Nebraska",73,226,NA,4.53,11,40,NA,4.06,7.08,NA,NA
"1319",2013,"CAR",5,148,"KleiAJ00",103,32,4.97087378640777,"A.J. Klein","LB","Iowa State",73.25,250,NA,4.66,20,NA,113,NA,NA,NA,NA
"1320",2002,"MIN",4,105,"WillBr22",132,41,4.96969696969697,"Brian Williams","DB","North Carolina State",71.6,207,NA,4.58,19,39,122,4.2,7.21,NA,NA
"1321",2001,"CAR",4,106,"WeinCh00",29,9,4.96551724137931,"Chris Weinke","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",2004,"SEA",1,23,"TubbMa20",29,9,4.96551724137931,"Marcus Tubbs","DL","Texas",76,321,NA,5.05,29,32.5,105,NA,NA,NA,NA
"1323",2004,"SF",2,58,"SpenSh20",100,31,4.96,"Shawntae Spencer","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",2005,"CLE",2,34,"PoolBr20",100,31,4.96,"Brodney Pool","DB","Oklahoma",73,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
