"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"1",19,"Michael Thomas","WR","Ohio State",2016,"NO",2,47,"ThomMi05",63,58,14.73015873,74.75,212,NA,4.57,18,35,126,4.13,6.8,3,3
"2",22,"Julio Jones","WR","Alabama",2011,"ATL",1,6,"JoneJu02",126,113,14.34920635,74.75,220,NA,4.34,17,38.5,135,4.25,6.66,7,6
"3",29,"Tyreek Hill","WR","West Alabama",2016,"KC",5,165,"HillTy00",59,50,13.55932203,68.125,185,NA,NA,NA,NA,NA,NA,NA,3,NA
"4",46,"Antonio Brown","WR","Central Michigan",2010,"PIT",6,195,"BrowAn04",131,102,12.45801527,70.125,186,NA,4.56,13,33.5,105,4.18,6.98,6,5
"5",57,"Reggie Wayne","WR","Miami (FL)",2001,"IND",1,30,"WaynRe00",211,155,11.7535545,72,198,NA,4.45,NA,36,NA,NA,NA,6,4
"6",65,"A.J. Green","WR","Georgia",2011,"CIN",1,4,"GreeA.00",111,80,11.53153153,75.625,211,10,4.48,18,34.5,126,4.21,6.91,7,3
"7",66,"Odell Beckham","WR","Louisiana State",2014,"NYG",1,12,"BeckOd00",75,54,11.52,71.25,198,NA,4.43,7,38.5,122,3.94,6.69,3,3
"8",90,"Calvin Johnson","WR","Georgia Tech",2007,"DET",1,2,"JohnCa00",135,93,11.02222222,77,239,NA,4.38,NA,NA,NA,NA,NA,6,4
"9",121,"T.Y. Hilton","WR","Florida International",2012,"IND",3,92,"HiltT.00",118,77,10.44067797,69.5,183,NA,4.37,NA,NA,NA,NA,NA,4,NA
"10",123,"Keenan Allen","WR","California",2013,"SD",3,76,"AlleKe00",86,56,10.41860465,74,206,NA,NA,NA,NA,NA,NA,NA,3,2
"11",127,"Andre Johnson","WR","Miami (FL)",2003,"HOU",1,3,"JohnAn02",193,125,10.3626943,74,230,NA,4.4,NA,39,132,NA,NA,7,6
"12",136,"Percy Harvin","WR","Florida",2009,"MIN",1,22,"HarvPe00",75,48,10.24,71.125,192,12,4.39,19,NA,NA,NA,NA,NA,1
"13",142,"Brandin Cooks","WR","Oregon State",2014,"NO",1,20,"CookBr00",88,56,10.18181818,69.75,189,NA,4.33,16,36,120,3.81,6.76,NA,NA
"14",148,"Steve Smith","WR","Utah",2001,"CAR",3,74,"SmitSt01",219,139,10.15525114,69,184,NA,4.44,NA,38.5,121,4.25,7.44,6,4
"15",158,"Stefon Diggs","WR","Maryland",2015,"MIN",5,146,"DiggSt00",70,44,10.05714286,72,195,NA,4.46,NA,35,115,4.32,7.03,NA,NA
"16",159,"Dez Bryant","WR","Oklahoma State",2010,"DAL",1,24,"BryaDe01",113,71,10.05309735,74,225,NA,NA,NA,NA,NA,NA,NA,3,1
"17",163,"Chad Johnson","WR","Oregon State",2001,"CIN",2,36,"JohnCh01",166,104,10.02409639,73,192,NA,4.58,NA,33,108,4.14,7.51,6,4
"18",164,"Roddy White","WR","Alabama-Birmingham",2005,"ATL",1,27,"WhitRo00",171,107,10.01169591,73.25,207,NA,NA,NA,NA,NA,NA,NA,4,1
"19",165,"A.J. Brown","WR","Mississippi",2019,"TEN",2,51,"BrowAJ00",16,10,10,72.5,226,NA,4.49,19,36.5,120,NA,NA,NA,NA
"20",177,"DeAndre Hopkins","WR","Clemson",2013,"HOU",1,27,"HopkDe00",110,68,9.890909091,73,214,NA,4.57,15,36,115,4.5,NA,4,4
"21",179,"Marques Colston","WR","Hofstra (NY)",2006,"NO",7,252,"ColsMa00",146,90,9.863013699,76.625,224,NA,4.54,16,37,123,4.43,6.94,NA,NA
"22",182,"Cooper Kupp","WR","Eastern Washington",2017,"LAR",3,69,"KuppCo00",39,24,9.846153846,73.75,204,37,4.62,NA,31,116,4.08,6.75,NA,NA
"23",188,"Mike Evans","WR","Texas A&M",2014,"TB",1,7,"EvanMi00",90,55,9.777777778,76.75,231,25,4.53,12,37,NA,4.26,7.08,3,2
"24",203,"Deebo Samuel","WR","South Carolina",2019,"SF",2,36,"SamuDe00",15,9,9.6,71.25,214,NA,4.48,15,39,122,4.14,7.03,NA,NA
"25",212,"JuJu Smith-Schuster","WR","Southern California",2017,"PIT",2,62,"SmitJu00",42,25,9.523809524,73.25,215,NA,4.54,15,32.5,120,5.01,NA,1,NA
"26",215,"Vincent Jackson","WR","Northern Colorado",2005,"SD",2,61,"JackVi00",155,92,9.496774194,76.75,241,NA,4.5,NA,39,NA,NA,NA,3,2
"27",223,"Brandon Marshall","WR","Central Florida",2006,"DEN",4,119,"MarsBr00",179,105,9.38547486,76.5,229,NA,4.54,28,37,120,4.09,7.05,6,4
"28",224,"Anquan Boldin","WR","Florida State",2003,"ARI",2,54,"BoldAn00",202,118,9.346534653,72.6,216,NA,4.73,NA,33.5,114,4.25,7.35,3,1
"29",225,"DeSean Jackson","WR","California",2008,"PHI",2,49,"JackDe00",156,91,9.333333333,69.75,169,NA,4.4,NA,NA,120,NA,NA,2,NA
"30",237,"Marquise Brown","WR","Oklahoma",2019,"BAL",1,25,"BrowMa04",14,8,9.142857143,69.375,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",251,"Randall Cobb","WR","Kentucky",2011,"GB",2,64,"CobbRa00",120,68,9.066666667,70.25,191,NA,4.46,16,33.5,115,4.34,7.08,1,1
"32",253,"Demaryius Thomas","WR","Georgia Tech",2010,"DEN",1,22,"ThomDe03",143,81,9.062937063,75.25,224,NA,NA,NA,NA,NA,NA,NA,4,2
"33",256,"Jordy Nelson","WR","Kansas State",2008,"GB",2,36,"NelsJo00",151,85,9.006622517,74.63,217,NA,4.55,NA,31,123,4.35,7.03,1,3
"34",261,"Plaxico Burress","WR","Michigan State",2000,"PIT",1,8,"BurrPl00",148,83,8.972972973,77.4,231,NA,4.59,NA,33,115,NA,NA,NA,NA
"35",265,"Amari Cooper","WR","Alabama",2015,"OAK",1,4,"CoopAm00",77,43,8.935064935,72.875,211,21,4.42,NA,33,120,3.98,6.71,4,NA
"36",278,"Alshon Jeffery","WR","South Carolina",2012,"CHI",2,45,"JeffAl00",102,56,8.784313725,74.875,216,NA,4.48,NA,NA,NA,NA,NA,1,NA
"37",288,"Darrell Jackson","WR","Florida",2000,"SEA",3,80,"JackDa00",123,67,8.715447154,71.8,197,NA,4.58,NA,NA,NA,NA,NA,NA,NA
"38",297,"Greg Jennings","WR","Western Michigan",2006,"GB",2,52,"JennGr00",143,77,8.615384615,71.125,197,NA,4.47,NA,36.5,117,4.16,6.68,2,NA
"39",309,"Davante Adams","WR","Frenso State (CA)",2014,"GB",2,53,"AdamDa01",86,46,8.558139535,72.875,212,NA,4.56,14,39.5,123,4.3,6.82,3,NA
"40",312,"Larry Fitzgerald","WR",NA,2004,"ARI",1,3,"FitzLa00",250,133,8.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",321,"Julian Edelman","WR","Kent State (OH)",2009,"NE",7,232,"EdelJu00",131,69,8.427480916,70.375,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",323,"Sammy Watkins","WR","Clemson",2014,"BUF",1,4,"WatkSa00",76,40,8.421052632,72.75,211,NA,4.43,16,34,125,4.34,6.95,NA,NA
"43",336,"Laveranues Coles","WR","Florida State",2000,"NYJ",3,78,"ColeLa00",153,80,8.366013072,71.3,192,NA,4.48,NA,34,115,4.39,6.89,1,NA
"44",338,"Jarvis Landry","WR","Louisiana State",2014,"MIA",2,63,"LandJa00",96,50,8.333333333,71.5,205,NA,4.65,12,28.5,110,NA,NA,5,NA
"45",343,"Jeremy Maclin","WR","Missouri",2009,"PHI",1,19,"MaclJe00",114,59,8.280701754,72.125,198,25,4.45,NA,NA,NA,NA,NA,NA,NA
"46",346,"D.J. Moore","WR","Maryland",2018,"CAR",1,24,"MoorD.00",31,16,8.258064516,72,210,NA,4.42,15,39.5,132,4.07,6.95,NA,NA
"47",361,"Robert Woods","WR","Southern California",2013,"BUF",2,41,"WoodRo02",100,51,8.16,72.375,201,23,4.51,14,33.5,117,4.47,7.15,NA,NA
"48",368,"Tyler Lockett","WR","Kansas State",2015,"SEA",3,69,"LockTy00",79,40,8.101265823,69.875,182,NA,4.4,NA,35.5,121,4.07,6.89,NA,NA
"49",369,"Javon Walker","WR","Florida State",2002,"GB",1,20,"WalkJa00",83,42,8.096385542,74.8,210,NA,4.4,NA,39.5,124,4.05,6.86,1,NA
"50",381,"Allen Robinson","WR","Penn State",2014,"JAX",2,61,"RobiAl02",72,36,8,74.625,220,NA,4.6,NA,39,126,4,7,1,NA
"51",386,"D.K. Metcalf","WR","Mississippi",2019,"SEA",2,64,"MetcDK00",16,8,8,75.375,228,NA,4.33,27,40.5,134,4.5,7.38,NA,NA
"52",395,"Kenny Golladay","WR","Northern Illinois",2017,"DET",3,96,"GollKe00",42,21,8,75.75,218,NA,4.5,18,35.5,120,4.15,7,1,NA
"53",399,"Terry McLaurin","WR","Ohio State",2019,"WAS",3,76,"McLaTe00",14,7,8,72.125,208,NA,4.35,18,37.5,125,4.15,7.01,NA,NA
"54",429,"Calvin Ridley","WR","Alabama",2018,"ATL",1,26,"RidlCa00",29,14,7.724137931,72.5,189,NA,4.43,15,31,110,4.41,6.88,NA,NA
"55",431,"Santonio Holmes","WR","Ohio State",2006,"PIT",1,25,"HolmSa00",112,54,7.714285714,70.625,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",439,"Mike Wallace","WR","Mississippi",2009,"PIT",3,84,"WallMi00",144,69,7.666666667,72.375,199,NA,4.28,14,40,129,4.27,6.9,1,NA
"57",441,"Hakeem Nicks","WR","North Carolina",2009,"NYG",1,29,"NickHa01",92,44,7.652173913,72.75,212,11,4.51,NA,36,NA,NA,NA,NA,NA
"58",454,"Lee Evans","WR","Wisconsin",2004,"BUF",1,13,"EvanLe00",118,56,7.593220339,70.9,197,NA,4.41,NA,34.5,120,NA,NA,NA,NA
"59",465,"Santana Moss","WR","Miami (FL)",2001,"NYJ",1,16,"MossSa00",197,93,7.553299492,69.6,184,NA,4.31,NA,42,NA,NA,NA,1,2
"60",473,"Marvin Jones","WR","California",2012,"CIN",5,166,"JoneMa02",96,45,7.5,73.875,199,NA,4.46,22,33,112,4.11,6.81,NA,NA
"61",474,"Eric Decker","WR","Minnesota",2010,"DEN",3,87,"DeckEr00",111,52,7.495495495,75.125,217,NA,4.54,15,NA,NA,NA,NA,NA,NA
"62",485,"Golden Tate","WR","Notre Dame",2010,"SEA",2,60,"TateGo00",148,69,7.459459459,70.25,199,NA,4.42,17,35,120,4.34,7.12,1,NA
"63",509,"Emmanuel Sanders","WR","Southern Methodist (TX)",2010,"PIT",3,82,"SandEm00",144,66,7.333333333,70.875,186,NA,4.4,12,39.5,126,4.1,6.64,2,1
"64",514,"Chris Chambers","WR","Wisconsin",2001,"MIA",2,52,"ChamCh00",153,70,7.320261438,71.6,210,NA,4.33,NA,45,134,4,NA,1,NA
"65",517,"Deion Branch","WR","Louisville",2002,"NE",2,65,"BranDe00",140,64,7.314285714,69.1,191,NA,4.47,NA,36,115,3.76,6.71,NA,NA
"66",527,"Dwayne Bowe","WR","Louisiana State",2007,"KC",1,23,"BoweDw00",125,57,7.296,74.25,221,NA,4.58,NA,33,125,4.35,6.81,1,1
"67",536,"Martavis Bryant","WR","Clemson",2014,"PIT",4,118,"BryaMa00",44,20,7.272727273,75.75,211,14,4.42,16,39,123,4.15,7.18,NA,NA
"68",537,"Michael Crabtree","WR","Texas Tech",2009,"SF",1,10,"CrabMi00",143,65,7.272727273,73.375,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",544,"Will Fuller","WR","Notre Dame",2016,"HOU",1,21,"FullWi01",42,19,7.238095238,72.125,186,NA,4.32,10,33.5,126,4.27,6.93,NA,NA
"70",546,"T.J. Houshmandzadeh","WR",NA,2001,"CIN",7,204,"HousTJ00",146,66,7.232876712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",549,"Justin Blackmon","WR","Oklahoma State",2012,"JAX",1,5,"BlacJu00",20,9,7.2,72.875,207,NA,4.48,14,NA,NA,NA,NA,NA,NA
"72",571,"Pierre Garcon","WR","Mount Union (OH)",2008,"IND",6,205,"GarcPi00",148,66,7.135135135,71.875,210,NA,4.44,20,36.5,125,4.19,6.9,NA,NA
"73",577,"Johnny Knox","WR","Abilene Christian (TX)",2009,"CHI",5,140,"KnoxJo00",45,20,7.111111111,71.5,185,NA,4.29,NA,35,122,4.15,6.81,NA,NA
"74",581,"Sidney Rice","WR","South Carolina",2007,"MIN",2,44,"RiceSi01",81,36,7.111111111,75.5,200,NA,4.53,NA,39.5,119,4.34,7.09,1,1
"75",597,"Christian Kirk","WR","Texas A&M",2018,"ARI",2,47,"KirkCh01",25,11,7.04,70.375,201,NA,4.47,20,35.5,115,4.45,7.09,NA,NA
"76",609,"Courtland Sutton","WR","Southern Methodist (TX)",2018,"DEN",2,40,"SuttCo00",32,14,7,75.375,218,NA,4.54,18,35.5,124,4.11,6.57,1,NA
"77",613,"Mecole Hardman","WR","Georgia",2019,"KC",2,56,"HardMe00",16,7,7,70.25,187,NA,4.33,17,36.5,119,NA,NA,1,NA
"78",623,"Chris Godwin","WR","Penn State",2017,"TB",3,84,"GodwCh00",46,20,6.956521739,73,209,NA,4.42,19,36,125,4,7.01,1,1
"79",631,"Michael Gallup","WR","Colorado State",2018,"DAL",3,81,"GallMi00",30,13,6.933333333,72.75,205,NA,4.51,10,36,122,4.37,6.95,NA,NA
"80",645,"Darius Slayton","WR","Auburn",2019,"NYG",5,171,"SlayDa01",14,6,6.857142857,73,190,NA,4.39,11,40.5,135,4.15,7,NA,NA
"81",649,"Mike Williams","WR","Syracuse",2010,"TB",4,101,"WillMi04",63,27,6.857142857,73.5,221,NA,4.53,8,33.5,116,4.31,6.9,NA,NA
"82",658,"Roy Williams","WR",NA,2004,"DET",1,7,"WillRo04",115,49,6.817391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",659,"Matt Jones","WR",NA,2005,"JAX",1,21,"JoneMa00",54,23,6.814814815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",681,"Braylon Edwards","WR","Michigan",2005,"CLE",1,3,"EdwaBr00",112,47,6.714285714,74.875,211,NA,4.45,22,NA,NA,NA,NA,1,1
"85",698,"Sterling Shepard","WR","Oklahoma",2016,"NYG",2,40,"ShepSt00",53,22,6.641509434,70.25,194,NA,4.48,20,41,123,4.35,7,NA,NA
"86",703,"John Brown","WR","Pittsburg State (KS)",2014,"ARI",3,91,"BrowJo02",87,36,6.620689655,70,179,NA,4.34,NA,36.5,117,4.12,6.91,NA,NA
"87",721,"Tyler Boyd","WR","Pittsburgh",2016,"CIN",2,55,"BoydTy00",56,23,6.571428571,73.5,197,NA,4.58,11,34,119,4.35,6.9,NA,NA
"88",734,"Nate Burleson","WR","Nevada",2003,"MIN",3,71,"BurlNa00",135,55,6.518518519,73,197,NA,4.51,NA,42.5,126,4.16,6.96,NA,NA
"89",742,"Koren Robinson","WR","North Carolina State",2001,"SEA",1,9,"RobiKo00",96,39,6.5,73.5,211,NA,4.61,NA,38.5,123,NA,NA,1,1
"90",753,"Anthony Gonzalez","WR","Ohio State",2007,"IND",1,32,"GonzAn00",40,16,6.4,72,193,NA,4.46,NA,38,123,4.08,6.54,NA,NA
"91",754,"Brandon LaFell","WR","Louisiana State",2010,"CAR",3,78,"LaFeBr00",125,50,6.4,74.5,211,NA,4.58,NA,36,115,4.23,6.81,NA,NA
"92",768,"Sylvester Morris","WR","Jackson State (MS)",2000,"KC",1,21,"MorrSy00",15,6,6.4,75,216,NA,4.63,NA,34.5,119,4.17,7.06,NA,NA
"93",779,"James Jones","WR","San Jose State",2007,"GB",3,78,"JoneJa04",136,54,6.352941176,72.75,207,NA,4.58,22,34,119,4.2,7.06,NA,NA
"94",783,"David Givens","WR","Notre Dame",2002,"NE",7,253,"GiveDa00",58,23,6.344827586,72,217,NA,4.57,NA,40.5,124,4.13,6.82,NA,NA
"95",785,"Antonio Bryant","WR","Pittsburgh",2002,"DAL",2,63,"BryaAn00",106,42,6.339622642,73.3,188,NA,4.6,NA,37,118,NA,NA,NA,NA
"96",809,"Donte' Stallworth","WR",NA,2002,"NO",1,13,"StalDo00",115,45,6.260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",828,"Austin Collie","WR","Brigham Young",2009,"IND",4,127,"CollAu00",49,19,6.204081633,72.875,200,NA,4.56,17,34,120,4.24,6.78,NA,NA
"98",841,"Mike Sims-Walker","WR",NA,2007,"JAX",3,79,"WalkMi01",44,17,6.181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",876,"Kendall Wright","WR","Baylor",2012,"TEN",1,20,"WrigKe01",82,31,6.048780488,70.25,196,NA,4.49,NA,38.5,121,4.18,6.93,NA,NA
"100",882,"Kelvin Benjamin","WR","Florida State",2014,"CAR",1,28,"BenjKe00",61,23,6.032786885,77,240,7,4.61,13,32.5,117,4.39,7.33,NA,NA
"101",900,"Diontae Johnson","WR","Toledo",2019,"PIT",3,66,"JohnDi01",16,6,6,70.5,183,NA,4.53,15,33.5,123,4.45,7.09,NA,NA
"102",904,"Jamison Crowder","WR","Duke",2015,"WAS",4,105,"CrowJa00",72,27,6,68.375,185,NA,4.56,10,37,115,4.32,7.17,NA,NA
"103",914,"Steve Smith","WR","Southern California",2007,"NYG",2,51,"SmitSt02",64,24,6,71.75,197,NA,4.45,NA,38,120,4.19,6.68,6,4
"104",920,"Steve Johnson","WR","Kentucky",2008,"BUF",7,224,"JohnSt00",99,37,5.97979798,73.88,210,NA,4.59,16,32.5,121,4.26,7.07,NA,NA
"105",921,"Terrance Williams","WR","Baylor",2013,"DAL",3,74,"WillTe01",83,31,5.975903614,74,208,NA,4.52,11,32.5,119,4.32,7.01,NA,NA
"106",923,"Mario Manningham","WR","Michigan",2008,"NYG",3,95,"MannMa01",67,25,5.970149254,71.75,181,NA,4.62,16,32,117,4.27,7.34,NA,NA
"107",927,"Todd Pinkston","WR",NA,2000,"PHI",2,36,"PinkTo00",78,29,5.948717949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",946,"Dede Westbrook","WR","Oklahoma",2017,"JAX",4,110,"WestDe00",38,14,5.894736842,71.625,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",955,"Peter Warrick","WR",NA,2000,"CIN",1,4,"WarrPe00",79,29,5.873417722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",965,"Mike Williams","WR","Clemson",2017,"LAC",1,7,"WillMi07",41,15,5.853658537,75.75,218,17,NA,15,32.5,121,NA,NA,NA,NA
"111",971,"Ashley Lelie","WR",NA,2002,"DEN",1,19,"LeliAs00",107,39,5.831775701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",987,"Patrick Crayton","WR",NA,2004,"DAL",7,216,"CrayPa00",105,38,5.79047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",991,"Mark Clayton","WR","Oklahoma",2005,"BAL",1,22,"ClayMa01",83,30,5.78313253,70.375,193,NA,4.43,NA,36.5,117,4.07,6.95,2,1
"114",992,"Torrey Smith","WR","Maryland",2011,"BAL",2,58,"SmitTo02",119,43,5.781512605,72.875,204,NA,4.41,19,41,126,4.13,6.72,NA,NA
"115",994,"Mike Thomas","WR","Arizona",2009,"JAX",4,107,"ThomMi01",61,22,5.770491803,67.875,195,NA,4.3,NA,40.5,126,4.28,6.65,NA,NA
"116",997,"Jerricho Cotchery","WR","North Carolina State",2004,"NYJ",4,108,"CotcJe00",175,63,5.76,72.5,212,NA,4.56,NA,36,121,3.91,6.93,NA,NA
"117",1009,"Corey Davis","WR","Western Michigan",2017,"TEN",1,5,"DaviCo03",42,15,5.714285714,74.75,209,31,NA,NA,NA,NA,4.28,NA,NA,NA
"118",1010,"D.J. Hackett","WR","Colorado",2004,"SEA",5,157,"HackD.00",42,15,5.714285714,74.5,199,NA,4.55,NA,41,131,4.08,6.79,NA,NA
"119",1012,"DeVante Parker","WR","Louisville",2015,"MIA",1,14,"ParkDe01",70,25,5.714285714,74.625,209,15,4.45,17,36.5,125,NA,NA,NA,NA
"120",1016,"Travis Taylor","WR","Florida",2000,"BAL",1,10,"TaylTr01",101,36,5.702970297,72.9,199,NA,4.43,NA,37,118,NA,7.15,NA,NA
"121",1025,"Kenny Stills","WR","Oklahoma",2013,"NO",5,144,"StilKe00",107,38,5.682242991,72.5,194,NA,4.38,16,33.5,124,4.35,NA,NA,NA
"122",1032,"Michael Jenkins","WR",NA,2004,"ATL",1,29,"JenkMi00",130,46,5.661538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1053,"Ted Ginn","WR",NA,2007,"MIA",1,9,"GinnTe00",187,65,5.561497326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",1058,"Brian Hartline","WR","Ohio State",2009,"MIA",4,108,"HartBr00",104,36,5.538461538,73.625,195,NA,4.52,NA,34.5,120,4.12,6.65,NA,NA
"125",1060,"Kevin Curtis","WR","Utah State",2003,"STL",3,74,"CurtKe00",81,28,5.530864198,71.1,186,NA,4.46,NA,36,122,3.96,6.75,NA,NA
"126",1065,"Eddie Royal","WR","Virginia Tech",2008,"DEN",2,42,"RoyaEd00",116,40,5.517241379,69.625,184,NA,4.46,24,36,124,4.34,7.07,NA,NA
"127",1067,"Kenny Britt","WR","Rutgers",2009,"TEN",1,30,"BritKe00",116,40,5.517241379,74.875,218,NA,4.49,23,37,124,4.47,NA,NA,NA
"128",1079,"Rueben Randle","WR","Louisiana State",2012,"NYG",2,63,"RandRu00",64,22,5.5,74.875,210,NA,4.55,15,31,121,4.36,6.99,NA,NA
"129",1084,"Antwaan Randle El","WR","Indiana",2002,"PIT",2,62,"RandAn00",143,49,5.482517483,69.6,191,NA,4.54,NA,NA,NA,NA,NA,NA,NA
"130",1086,"Jordan Matthews","WR","Vanderbilt",2014,"PHI",2,42,"MattJo00",73,25,5.479452055,75.125,212,29,4.46,21,35.5,120,4.18,6.95,NA,NA
"131",1098,"Dennis Northcutt","WR","Arizona",2000,"CLE",2,32,"NortDe00",144,49,5.444444444,70.4,175,NA,4.46,NA,37.5,123,4.04,6.96,NA,NA
"132",1111,"Brandon Lloyd","WR","Illinois",2003,"SF",4,124,"LloyBr00",142,48,5.408450704,72.1,184,NA,4.61,NA,36,NA,NA,NA,1,1
"133",1144,"Keke Coutee","WR","Texas Tech",2018,"HOU",4,103,"CoutKe00",15,5,5.333333333,69.75,181,NA,4.43,14,34.5,113,4.15,6.93,NA,NA
"134",1156,"Snoop Minnis","WR","Florida State",2001,"KC",3,77,"MinnMa00",15,5,5.333333333,73,171,NA,4.57,NA,37.5,115,4.07,7.06,NA,NA
"135",1165,"Devery Henderson","WR",NA,2004,"NO",2,50,"HendDe00",124,41,5.290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1167,"Jerry Porter","WR",NA,2000,"OAK",2,47,"PortJe00",115,38,5.286956522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1169,"Bernard Berrian","WR","Frenso State (CA)",2004,"CHI",3,78,"BerrBe00",109,36,5.28440367,73,183,NA,4.58,NA,38,128,4.18,7.34,NA,NA
"138",1176,"Jabar Gaffney","WR","Florida",2002,"HOU",2,33,"GaffJa00",158,52,5.265822785,73.1,193,NA,4.56,NA,NA,NA,4.06,6.87,NA,NA
"139",1195,"Steve Breaston","WR","Michigan",2007,"ARI",5,142,"BreaSt00",86,28,5.209302326,72.38,193,NA,4.48,NA,33,124,4.29,6.9,NA,NA
"140",1203,"Justin McCareins","WR","Northern Illinois",2001,"TEN",4,124,"McCaJu00",114,37,5.192982456,73.8,209,NA,4.46,NA,41,129,3.99,7.06,NA,NA
"141",1245,"Quincy Enunwa","WR","Nebraska",2014,"NYJ",6,209,"EnunQu00",41,13,5.073170732,74,225,NA,4.41,19,NA,NA,NA,NA,NA,NA
"142",1247,"Reggie Williams","WR",NA,2004,"JAX",1,9,"WillRe00",79,25,5.063291139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1248,"Curtis Samuel","WR","Ohio State",2017,"CAR",2,40,"SamuCu00",38,12,5.052631579,71,196,22,4.31,18,37,119,4.33,7.09,NA,NA
"144",1250,"Jacoby Ford","WR","Clemson",2010,"OAK",4,108,"FordJa01",38,12,5.052631579,68.875,186,NA,4.22,15,33.5,115,4.44,7,NA,NA
"145",1293,"Nelson Agholor","WR","Southern California",2015,"PHI",1,20,"AghoNe00",71,22,4.957746479,72.125,198,NA,4.42,12,NA,NA,NA,NA,NA,NA
"146",1297,"Chris Henry","WR","West Virginia",2005,"CIN",3,83,"HenrCh00",55,17,4.945454545,76,197,NA,4.5,NA,NA,NA,NA,NA,NA,NA
"147",1310,"DJ Chark","WR","Louisiana State",2018,"JAX",2,61,"CharDJ00",26,8,4.923076923,74.875,199,NA,4.34,16,40,129,NA,NA,1,NA
"148",1311,"Hunter Renfrow","WR","Clemson",2019,"OAK",5,149,"RenfHu00",13,4,4.923076923,70.5,180,NA,4.59,7,35,116,4.19,6.8,NA,NA
"149",1318,"Titus Young","WR","Boise State",2011,"DET",2,44,"YounTi00",26,8,4.923076923,71.375,174,NA,4.43,NA,NA,123,NA,NA,NA,NA
"150",1333,"Harry Douglas","WR","Louisville",2008,"ATL",3,84,"DougHa00",118,36,4.881355932,71.25,176,NA,4.57,NA,31,120,4.12,6.57,NA,NA
"151",1334,"Marqise Lee","WR","Southern California",2014,"JAX",2,39,"LeexMa00",59,18,4.881355932,71.75,192,NA,4.52,NA,38,126,4.01,NA,NA,NA
"152",1336,"Michael Floyd","WR","Notre Dame",2012,"ARI",1,13,"FloyMi00",102,31,4.862745098,74.625,220,NA,4.4,16,36.5,122,NA,NA,NA,NA
"153",1355,"Rishard Matthews","WR","Nevada",2012,"MIA",7,227,"MattRi00",87,26,4.781609195,72.375,217,NA,4.54,20,36,NA,4.19,6.88,NA,NA
"154",1356,"Donnie Avery","WR","Houston",2008,"STL",2,33,"AverDo00",77,23,4.779220779,71,192,NA,4.46,16,NA,NA,NA,NA,NA,NA
"155",1360,"Samie Parker","WR","Oregon",2004,"KC",4,105,"ParkSa00",47,14,4.765957447,70.4,179,NA,4.39,NA,36,NA,NA,NA,NA,NA
"156",1366,"Rod Gardner","WR","Clemson",2001,"WAS",1,15,"GardRo00",91,27,4.747252747,74.3,219,NA,4.48,NA,36,NA,NA,NA,NA,NA
"157",1370,"Reche Caldwell","WR","Florida",2002,"SD",2,48,"CaldRe00",71,21,4.732394366,71.8,194,NA,4.53,NA,41.5,128,4.1,7,NA,NA
"158",1380,"Leonard Hankerson","WR","Miami (FL)",2011,"WAS",3,79,"HankLe00",41,12,4.682926829,73.5,209,NA,4.4,14,36,117,4.21,6.94,NA,NA
"159",1388,"Jordan Shipley","WR","Texas",2010,"CIN",3,84,"ShipJo00",24,7,4.666666667,71.25,193,NA,4.6,16,36.5,116,NA,NA,NA,NA
"160",1392,"Reggie Brown","WR","Georgia",2005,"PHI",2,35,"BrowRe01",72,21,4.666666667,73.63,196,NA,4.52,NA,41.5,128,3.94,6.99,NA,NA
"161",1394,"Tavon Austin","WR","West Virginia",2013,"STL",1,8,"AustTa00",96,28,4.666666667,68.5,174,7,4.34,14,32,120,4.01,NA,NA,NA
"162",1400,"Anthony Miller","WR","Memphis",2018,"CHI",2,51,"MillAn02",31,9,4.64516129,71.125,201,NA,NA,22,NA,NA,NA,NA,5,4
