"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"336",2805,"Jaelen Strong","WR","Arizona State",2015,"HOU",3,70,"StroJa01",20,2,1.6,74.375,217,22,4.44,NA,42,123,NA,NA,NA,NA
"337",2811,"Josh Boyce","WR","Texas Christian",2013,"NE",4,102,"BoycJo00",10,1,1.6,71.125,206,NA,4.38,22,34,131,4.1,6.68,NA,NA
"338",2814,"Kevin Norwood","WR","Alabama",2014,"SEA",4,123,"NorwKe00",10,1,1.6,74,198,NA,4.48,8,33,121,4.32,6.68,NA,NA
"339",2818,"LeRon McCoy","WR",NA,2005,"ARI",7,226,"McCoLe00",10,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2820,"Marques Hagans","WR",NA,2006,"STL",5,144,"HagaMa00",10,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2853,"Braxton Miller","WR","Ohio State",2016,"HOU",3,85,"MillBr03",21,2,1.523809524,73.375,201,NA,4.5,17,35,123,4.07,6.65,NA,NA
"342",2876,"Clyde Gates","WR","Abilene Christian (TX)",2011,"MIA",4,111,"GateCl00",32,3,1.5,71.75,192,NA,4.49,16,40,131,NA,NA,NA,NA
"343",2879,"Mack Hollins","WR","North Carolina",2017,"PHI",4,118,"HollMa00",32,3,1.5,75.75,221,NA,4.53,NA,NA,NA,NA,NA,NA,NA
"344",2882,"Ricardo Louis","WR","Auburn",2016,"CLE",4,114,"LouiRi00",32,3,1.5,73.75,215,NA,4.43,18,38,132,NA,NA,NA,NA
"345",2903,"Cody Latimer","WR","Indiana",2014,"DEN",2,56,"LatiCo00",66,6,1.454545455,74.5,215,NA,4.52,23,NA,NA,NA,NA,NA,NA
"346",2945,"Sammie Coates","WR","Auburn",2015,"PIT",3,87,"CoatSa00",45,4,1.422222222,73.375,212,14,4.43,23,41,131,4.06,6.98,NA,NA
"347",2957,"Devard Darling","WR","Washington State",2004,"BAL",3,82,"DarlDe00",46,4,1.391304348,73.1,213,NA,4.52,NA,37,129,NA,NA,NA,NA
"348",2989,"James Wright","WR",NA,2014,"CIN",7,239,"WrigJa03",24,2,1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",3034,"Niles Paul","WR","Nebraska",2011,"WAS",5,155,"PaulNi00",88,7,1.272727273,72.875,224,NA,4.45,24,34.5,117,4.14,6.9,NA,NA
"350",3038,"Brian Robiskie","WR","Ohio State",2009,"CLE",2,36,"RobiBr00",38,3,1.263157895,74.875,209,NA,4.46,NA,37.5,NA,4.19,6.72,NA,NA
"351",3058,"Deon Cain","WR","Clemson",2018,"IND",6,185,"CainDe00",13,1,1.230769231,73.875,202,NA,4.43,11,33.5,115,4.37,6.71,NA,NA
"352",3059,"DeVier Posey","WR","Ohio State",2012,"HOU",3,68,"PoseDe00",26,2,1.230769231,73.625,211,NA,4.39,14,36.5,123,4.15,7.03,NA,NA
"353",3061,"Jamaar Taylor","WR",NA,2004,"NYG",6,168,"TaylJa00",13,1,1.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",3068,"Juron Criner","WR","Arizona",2012,"OAK",5,168,"CrinJu00",13,1,1.230769231,74.5,224,NA,4.66,17,38,117,4.3,7.15,NA,NA
"355",3079,"Will Franklin","WR","Missouri",2008,"KC",4,105,"FranWi00",13,1,1.230769231,72.5,214,NA,4.39,NA,34.5,NA,NA,NA,NA,NA
"356",3103,"Devin Thomas","WR","Michigan State",2008,"WAS",2,34,"ThomDe02",55,4,1.163636364,73.875,216,23,4.43,NA,28,126,4.26,7.15,NA,NA
"357",3106,"A.J. Jenkins","WR","Illinois",2012,"SF",1,30,"JenkA.00",28,2,1.142857143,72.25,190,NA,4.37,12,38.5,124,NA,NA,NA,NA
"358",3135,"Rashaun Woods","WR","Oklahoma State",2004,"SF",1,31,"WoodRa00",14,1,1.142857143,74.1,202,NA,4.54,NA,39,125,3.97,6.93,NA,NA
"359",3148,"Chris Moore","WR","Cincinnati",2016,"BAL",4,107,"MoorCh00",58,4,1.103448276,73,206,NA,4.53,10,37,130,4.2,6.76,NA,NA
"360",3149,"Clarence Moore","WR","Northern Arizona",2004,"BAL",6,199,"MoorCl00",29,2,1.103448276,78,211,NA,4.55,NA,34,122,4.21,6.84,NA,NA
"361",3161,"Chad Hansen","WR","California",2017,"NYJ",4,141,"HansCh00",15,1,1.066666667,73.75,202,NA,4.53,11,35,119,4.13,6.74,NA,NA
"362",3190,"Jeff Webb","WR","San Diego State",2006,"KC",6,190,"WebbJe00",31,2,1.032258065,74.125,211,NA,4.43,NA,37,126,4.08,6.81,NA,NA
"363",3193,"Junior Hemingway","WR","Michigan",2012,"KC",7,238,"HemiJu00",31,2,1.032258065,72.875,225,NA,4.48,21,35.5,124,3.98,6.59,NA,NA
"364",3204,"Aaron Burbridge","WR","Michigan State",2016,"SF",6,213,"BurbAa00",16,1,1,72,206,NA,4.56,20,30.5,115,4.31,7.22,NA,NA
"365",3207,"Amara Darboh","WR","Michigan",2017,"SEA",3,106,"DarbAm00",16,1,1,73.75,214,NA,4.45,17,36,124,4.26,NA,NA,NA
"366",3220,"James Hardy","WR","Indiana",2008,"BUF",2,41,"HardJa00",16,1,1,77.38,217,14,4.53,18,31.5,125,4.2,6.84,NA,NA
"367",3221,"JJ Arcega-Whiteside","WR",NA,2019,"PHI",2,57,"ArceJJ00",16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",3237,"Syndric Steptoe","WR","Arizona",2007,"CLE",7,234,"StepSy20",16,1,1,68.625,194,NA,4.61,17,33,NA,NA,NA,NA,NA
"369",3243,"Maurice Stovall","WR","Notre Dame",2006,"TB",3,90,"StovMa00",81,5,0.987654321,76.38,217,NA,4.59,NA,35,122,4.14,6.81,NA,NA
"370",3247,"David Tyree","WR",NA,2003,"NYG",6,211,"TyreDa00",83,5,0.963855422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",3251,"Chad Williams","WR","Grambling State (LA)",2017,"ARI",3,98,"WillCh05",17,1,0.941176471,72.5,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",3252,"Cody Core","WR","Mississippi",2016,"CIN",6,199,"CoreCo00",51,3,0.941176471,74.625,205,NA,4.47,14,31.5,119,NA,NA,NA,NA
"373",3257,"Jerrel Jernigan","WR","Troy (AL)",2011,"NYG",3,83,"JernJe00",34,2,0.941176471,68.875,185,NA,4.46,11,37.5,117,4.25,7.07,NA,NA
"374",3269,"Tre McBride","WR","William & Mary (VA)",2015,"TEN",7,245,"McBrTr00",17,1,0.941176471,72.25,210,NA,4.41,16,38,122,4.08,6.96,NA,NA
"375",3276,"Neal Sterling","WR","Monmouth (NJ)",2015,"JAX",7,220,"SterNe00",35,2,0.914285714,75.375,238,NA,4.63,NA,NA,NA,NA,NA,NA,NA
"376",3286,"Courtney Taylor","WR","Auburn",2007,"SEA",6,197,"TaylCo00",18,1,0.888888889,73.75,204,NA,4.52,NA,36,122,4.28,7.22,NA,NA
"377",3292,"Terrence Austin","WR","UCLA",2010,"WAS",7,219,"AustTe00",18,1,0.888888889,69.625,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",3295,"Leonte Carroo","WR","Rutgers",2016,"MIA",3,86,"CarrLe00",37,2,0.864864865,71.875,211,NA,4.5,14,35.5,120,NA,NA,NA,NA
"379",3320,"Limas Sweed","WR","Texas",2008,"PIT",2,53,"SweeLi00",20,1,0.8,75.875,215,NA,4.56,35,35,NA,NA,NA,NA,NA
"380",3325,"Eddie Berlin","WR","Northern Iowa",2001,"TEN",5,159,"BerlEd00",62,3,0.774193548,71.4,191,NA,4.44,NA,39.5,122,4.06,6.78,NA,NA
"381",3328,"Andre King","WR","Miami (FL)",2001,"CLE",7,245,"KingAn00",42,2,0.761904762,71.9,199,NA,4.61,NA,35.5,NA,NA,NA,NA,NA
"382",3332,"Jared Abbrederis","WR","Wisconsin",2014,"GB",5,176,"AbbrJa00",21,1,0.761904762,73,195,32,4.5,4,30.5,116,4.08,6.8,NA,NA
"383",3333,"Todd Watkins","WR","Brigham Young",2006,"ARI",7,218,"WatkTo20",21,1,0.761904762,74.375,202,NA,4.43,15,36,118,4.24,7.13,NA,NA
"384",3340,"Josh Malone","WR","Tennessee",2017,"CIN",4,128,"MaloJo00",22,1,0.727272727,74.625,208,NA,4.4,10,30.5,121,4.19,7.05,NA,NA
"385",3342,"Ron Johnson","WR","Minnesota",2002,"BAL",4,123,"JohnRo03",22,1,0.727272727,74.5,225,NA,4.7,NA,34.5,116,4.02,7.12,NA,NA
"386",3356,"Dorin Dickerson","WR",NA,2010,"HOU",7,227,"DickDo00",24,1,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",3359,"Patrick Turner","WR","Southern California",2009,"MIA",3,87,"TurnPa00",24,1,0.666666667,77.125,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",3368,"Jeff Janis","WR","Saginaw Valley State (MI)",2014,"GB",7,236,"JaniJe00",51,2,0.62745098,74.875,219,NA,4.42,20,37.5,123,3.98,6.64,NA,NA
"389",3374,"Brett Swain","WR",NA,2008,"GB",7,217,"SwaiBr00",27,1,0.592592593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",3382,"Justin Watson","WR","Pennsylvania",2018,"TB",5,144,"WatsJu01",28,1,0.571428571,74.375,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",3384,"Taylor Jacobs","WR",NA,2003,"WAS",2,44,"JacoTa00",56,2,0.571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",3388,"Ken-Yon Rambo","WR","Ohio State",2001,"OAK",7,229,"RambKe00",29,1,0.551724138,72.6,196,NA,4.34,NA,39,NA,NA,NA,NA,NA
"393",3393,"Charone Peake","WR","Clemson",2016,"NYJ",7,241,"PeakCh00",31,1,0.516129032,74.375,209,NA,4.45,12,35.5,122,4.46,6.96,NA,NA
"394",3399,"David Ausberry","WR",NA,2011,"OAK",7,241,"AusbDa00",34,1,0.470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",3403,"Devin Street","WR","Pittsburgh",2014,"DAL",5,146,"StreDe00",35,1,0.457142857,74.875,198,NA,4.55,NA,37,123,4.01,6.89,NA,NA
"396",3409,"Mike Thomas","WR","Southern Mississippi",2016,"LAR",6,206,"ThomMi04",40,1,0.4,73.25,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",3436,"Carlton Mitchell","WR","South Florida",2010,"CLE",6,177,"MitcCa00",16,0,0,74.875,215,NA,4.46,16,36,122,4.55,6.96,NA,NA
"398",3441,"Dallas Baker","WR","Florida",2007,"PIT",7,227,"BakeDa01",8,0,0,75.13,208,NA,4.59,NA,36,129,4.19,6.69,NA,NA
"399",3443,"Dante Ridgeway","WR","Ball State (IN)",2005,"STL",6,192,"RidgDa00",8,0,0,71.125,212,NA,4.6,NA,33,117,4.39,7.27,NA,NA
"400",3446,"DeMarco Sampson","WR","San Diego State",2011,"ARI",7,249,"SampDe00",12,0,0,74,204,NA,4.69,14,NA,NA,NA,NA,NA,NA
"401",3462,"Geremy Davis","WR","Connecticut",2015,"NYG",6,186,"DaviGe00",36,0,0,74.375,216,NA,4.58,23,36.5,124,4.18,6.86,NA,NA
"402",3469,"Javin Hunter","WR","Notre Dame",2002,"BAL",6,206,"HuntJa00",12,0,0,71.1,186,NA,4.47,NA,41,126,4.04,6.84,NA,NA
"403",3471,"Jehu Chesson","WR","Michigan",2017,"KC",4,139,"ChesJe00",24,0,0,74.75,204,NA,4.47,10,35.5,132,4.09,6.7,NA,NA
"404",3476,"Johnnie Morant","WR","Syracuse",2004,"OAK",5,134,"MoraJo00",15,0,0,76,229,NA,4.54,NA,41,130,4.22,7.34,NA,NA
"405",3478,"Jordan Kent","WR","Oregon",2007,"SEA",6,210,"KentJo20",14,0,0,76.125,217,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",3488,"Marcus Maxwell","WR","Oregon",2005,"SF",7,223,"MaxwMa00",9,0,0,75.25,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",3490,"Marko Mitchell","WR","Nevada",2009,"WAS",7,243,"MitcMa00",10,0,0,75.625,218,NA,4.43,9,32,116,4.33,7.04,NA,NA
"408",3494,"Matt Hazel","WR","Coastal Carolina (SC)",2014,"MIA",6,190,"HazeMa01",9,0,0,73,198,NA,4.5,15,36.5,116,4.2,7.08,NA,NA
"409",3511,"Noah Brown","WR","Ohio State",2017,"DAL",7,239,"BrowNo00",21,0,0,74,222,NA,NA,19,NA,NA,4.33,7.07,NA,NA
"410",3514,"Paris Warren","WR","Utah",2005,"TB",7,225,"WarrPa00",8,0,0,72.375,219,NA,4.73,NA,31.5,NA,NA,NA,NA,NA
"411",3520,"Robert Herron","WR","Wyoming",2014,"TB",6,185,"HerrRo00",8,0,0,69.125,193,NA,4.48,18,35.5,124,4.27,6.84,NA,NA
"412",3525,"Ryan Whalen","WR","Stanford",2011,"CIN",6,167,"WhalRy00",17,0,0,73.125,202,NA,4.53,18,38.5,123,4.09,6.67,NA,NA
"413",3526,"Shelton Gibson","WR","West Virginia",2017,"PHI",5,166,"GibsSh00",20,0,0,71.125,191,NA,4.5,8,32,118,4.2,6.83,NA,NA
"414",3529,"Stephen Burton","WR","West Texas A&M",2011,"MIN",7,236,"BurtSt00",19,0,0,73.375,221,NA,4.5,19,34.5,117,4.31,7.04,NA,NA
"415",3530,"Talman Gardner","WR","Florida State",2003,"NO",7,231,"GardTa00",21,0,0,72.6,205,NA,4.47,NA,34.5,116,4.41,7.53,NA,NA
"416",3537,"Walter Young","WR","Illinois",2003,"CAR",7,226,"YounWa00",9,0,0,76.6,214,NA,4.59,NA,39,121,4.22,6.89,NA,NA
