"","X","Name","Position","College","DraftYear","Team","DraftRound","PickNumber","PlayerID","Games","AvgValue","AV16","Height","Weight","Wonderlic","Forty","Bench","Vert","Broad","Shuttle","ThreeCone","ProBowls","AllPros"
"211",3481,"Kevin Everett","TE","Miami (FL)",2005,"BUF",3,86,"EverKe00",17,0,0,76.625,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",3486,"Malcolm Johnson","TE",NA,2015,"CLE",6,195,"JohnMa06",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",3492,"Martin Rucker","TE",NA,2008,"CLE",4,111,"RuckMa00",12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",3493,"Martrez Milner","TE","Georgia",2007,"ATL",4,133,"MilnMa00",8,0,0,75.88,252,NA,4.83,19,34,117,4.49,7.35,NA,NA
"215",3495,"Matt Kranchick","TE",NA,2004,"PIT",6,194,"KranMa00",8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",3496,"Matt Murphy","TE",NA,2002,"DET",7,252,"MurpMa00",28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",3501,"Michael Egnew","TE","Missouri",2012,"MIA",3,78,"EgneMi00",18,0,0,77.125,252,NA,4.52,21,36,131,4.32,7.03,NA,NA
"218",3503,"Michael Williams","TE","Alabama",2013,"DET",7,211,"WillMi06",15,0,0,77.75,278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",3504,"Mickey Shuler","TE","Penn State",2010,"MIN",7,214,"ShulMi01",10,0,0,76.125,251,NA,NA,NA,NA,NA,NA,NA,1,1
"220",3506,"Mike Roberg","TE","Idaho",2001,"CAR",7,227,"RobeMi00",13,0,0,76.4,256,NA,4.75,16,34.5,117,4.4,7.28,NA,NA
"221",3507,"Nate Byham","TE","Pittsburgh",2010,"SF",6,182,"ByhaNa00",29,0,0,75.875,268,NA,4.97,NA,29,109,NA,NA,NA,NA
"222",3508,"Nate Lawrie","TE","Yale",2004,"TB",6,181,"LawrNa00",26,0,0,78,264,NA,4.87,23,34,117,4.12,6.71,NA,NA
"223",3510,"Nick Kasa","TE","Colorado",2013,"OAK",6,172,"KasaNi00",16,0,0,77.875,269,NA,4.71,22,31.5,113,NA,NA,NA,NA
"224",3516,"Randall Telfer","TE","Southern California",2015,"CLE",6,198,"TelfRa00",30,0,0,75.75,250,NA,4.77,20,NA,NA,NA,NA,NA,NA
"225",3519,"Rico Gathers","TE","Baylor",2016,"DAL",6,217,"GathRi00",15,0,0,78.25,273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",3524,"Ryan Taylor","TE","North Carolina",2011,"GB",7,218,"TaylRy00",59,0,0,75.5,254,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",3531,"Taylor Thompson","TE","Southern Methodist (TX)",2012,"TEN",5,145,"ThomTa00",35,0,0,77.875,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",3534,"Trevon Wesco","TE","West Virginia",2019,"TEN",4,121,"WescTr00",16,0,0,75.5,267,NA,4.89,24,31,117,4.38,7.18,NA,NA
"229",3535,"Troy Fumagalli","TE","Wisconsin",2018,"DEN",5,156,"FumaTr00",11,0,0,76.75,247,NA,NA,14,NA,NA,NA,NA,NA,NA
